# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)rho_ur             14:(.)rho_crit           15:U                     16:U_prime               17:V                     18:V_prime               19:gr.fac. D             20:gr.fac. f          
       1.404786078590e+06       3.825656331066e-10       3.296157191471e-01       4.264464400937e+06       1.416666328001e+04       1.008456263296e-02       1.990114552249e+10       1.902809593201e-01       1.072357881313e+13       6.844589520808e+09       3.698360899256e+10       7.402638680573e+12       1.561093464000e+10       1.818565662686e+13       3.620156594354e-03       1.097855238069e-02       3.563006843170e-25       5.405255592148e-24       2.714852460735e-02       1.998312153919e+00 
       1.395020884215e+06       3.879381377888e-10       3.319216381624e-01       4.205418202029e+06       1.416666097409e+04       1.015515321615e-02       1.976280208511e+10       1.916119626277e-01       1.042849926443e+13       6.702841627824e+09       3.621769766454e+10       7.198941079975e+12       1.518137025402e+10       1.768554225395e+13       3.645472175956e-03       1.097849072399e-02       3.689404051954e-25       5.558126288447e-24       2.752961058248e-02       1.998300361872e+00 
       1.385323571033e+06       3.933860751549e-10       3.342436790917e-01       4.147189805256e+06       1.416665865205e+04       1.022623791440e-02       1.962542032012e+10       1.929522694396e-01       1.014153937919e+13       6.564029256029e+09       3.546764794042e+10       7.000848598296e+12       1.476362613232e+10       1.719918328082e+13       3.670964608673e-03       1.097842863687e-02       3.820284706722e-25       5.715319928076e-24       2.791604359854e-02       1.998288487602e+00 
       1.375693667179e+06       3.989105039948e-10       3.365819545143e-01       4.089767882196e+06       1.416665631377e+04       1.029782018624e-02       1.948899354262e+10       1.943019446908e-01       9.862475729912e+12       6.428091612444e+09       3.473313133538e+10       6.808207000365e+12       1.435737701855e+10       1.672620133024e+13       3.696635125446e-03       1.097836611634e-02       3.955807819721e-25       5.876958738481e-24       2.830789863180e-02       1.998276530536e+00 
       1.366130704067e+06       4.045124979529e-10       3.389365777966e-01       4.033141261366e+06       1.416665395915e+04       1.036990351441e-02       1.935351511415e+10       1.956610537680e-01       9.591091037118e+12       6.294969163078e+09       3.401382616733e+10       6.620866295078e+12       1.396230660639e+10       1.626622843413e+13       3.722484967773e-03       1.097830315938e-02       4.096138041938e-25       6.043168402327e-24       2.870525170879e-02       1.998264490101e+00 
       1.356634216370e+06       4.101931457366e-10       3.413076630895e-01       3.977298926042e+06       1.416665158807e+04       1.044249140603e-02       1.921897844241e+10       1.970296625131e-01       9.327174000172e+12       6.164603606852e+09       3.330941741602e+10       6.438680618605e+12       1.357810729327e+10       1.581890674709e+13       3.748515385774e-03       1.097823976295e-02       4.241445863018e-25       6.214078155142e-24       2.910817992105e-02       1.998252365718e+00 
       1.347203741994e+06       4.159535513273e-10       3.436953253422e-01       3.922230012119e+06       1.416664920040e+04       1.051558739278e-02       1.908537698095e+10       1.984078372261e-01       9.070519132762e+12       6.036937850072e+09       3.261959658511e+10       6.261508120828e+12       1.320447994088e+10       1.538388826797e+13       3.774727638248e-03       1.097817592398e-02       4.391907818265e-25       6.389820885732e-24       2.951676144000e-02       1.998240156803e+00 
       1.337838822059e+06       4.217948341944e-10       3.460996803042e-01       3.867923805996e+06       1.416664679605e+04       1.058919503102e-02       1.895270422879e+10       1.997956446683e-01       8.820926602905e+12       5.911915981417e+09       3.194406156701e+10       6.089210854894e+12       1.284113364221e+10       1.496083456899e+13       3.801122992729e-03       1.097811163941e-02       4.547706702991e-25       6.570533239424e-24       2.993107553205e-02       1.998227862769e+00 
       1.328539000872e+06       4.277181295130e-10       3.485208445327e-01       3.814369742490e+06       1.416664437488e+04       1.066331790204e-02       1.882095373017e+10       2.011931520657e-01       8.578202077362e+12       5.789483247462e+09       3.128251651062e+10       5.921654669811e+12       1.248778549512e+10       1.454941653243e+13       3.827702725552e-03       1.097804690613e-02       4.709031794451e-25       6.756355724236e-24       3.035120257391e-02       1.998215483026e+00 
       1.319303825911e+06       4.337245883833e-10       3.509589353926e-01       3.761557402782e+06       1.416664193679e+04       1.073795961218e-02       1.869011907417e+10       2.026004271118e-01       8.342156570327e+12       5.669586028690e+09       3.063467169175e+10       5.758709105994e+12       1.214416038203e+10       1.414931409442e+13       3.854468121912e-03       1.097798172102e-02       4.876079081649e-25       6.947432820033e-24       3.077722406812e-02       1.998203016977e+00 
       1.310132847798e+06       4.398153780543e-10       3.534140710690e-01       3.709476512385e+06       1.416663948166e+04       1.081312379302e-02       1.856019389447e+10       2.040175379711e-01       8.112606296285e+12       5.552171816014e+09       3.000024338622e+10       5.600247293694e+12       1.180999075572e+10       1.376021599594e+13       3.881420475921e-03       1.097791608093e-02       5.049051503293e-25       7.143913090781e-24       3.120922265880e-02       1.998190464026e+00 
       1.301025620278e+06       4.459916821503e-10       3.558863705712e-01       3.658116939149e+06       1.416663700936e+04       1.088881410154e-02       1.843117186899e+10       2.054445532825e-01       7.889372526913e+12       5.437189187782e+09       2.937895374561e+10       5.446145854213e+12       1.148501643103e+10       1.338181954049e+13       3.908561090674e-03       1.097784998270e-02       5.228159194179e-25       7.345949299963e-24       3.164728214762e-02       1.998177823566e+00 
       1.291981700199e+06       4.522547009002e-10       3.583759537341e-01       3.607468691288e+06       1.416663451977e+04       1.096503422035e-02       1.830304671959e+10       2.068815421622e-01       7.672281451928e+12       5.324587787251e+09       2.877053067559e+10       5.296284803847e+12       1.116898438225e+10       1.301383035862e+13       3.935891278310e-03       1.097778342313e-02       5.413619740312e-25       7.553698529258e-24       3.209148750997e-02       1.998165094993e+00 
       1.283000647490e+06       4.586056513704e-10       3.608829412315e-01       3.557521915431e+06       1.416663201279e+04       1.104178785780e-02       1.817581221179e+10       2.083285742073e-01       7.461164043752e+12       5.214318300539e+09       2.817470771675e+10       5.150547460458e+12       1.086164854616e+10       1.265596217877e+13       3.963412360072e-03       1.097771639902e-02       5.605658443066e-25       7.767322300577e-24       3.254192491138e-02       1.998152277692e+00 
       1.274082025138e+06       4.650457677006e-10       3.634074545716e-01       3.508266894713e+06       1.416662948827e+04       1.111907874822e-02       1.804946215443e+10       2.097857194991e-01       7.255855925911e+12       5.106332435028e+09       2.759122392789e+10       5.008820352636e+12       1.056276963041e+10       1.230793660454e+13       3.991125666370e-03       1.097764890713e-02       5.804508592709e-25       7.986986701536e-24       3.299868172419e-02       1.998139371050e+00 
       1.265225399168e+06       4.715763013435e-10       3.659496161126e-01       3.459694046876e+06       1.416662694611e+04       1.119691065206e-02       1.792399039939e+10       2.112530486062e-01       7.056197245051e+12       5.000582898208e+09       2.701982377175e+10       4.870993131340e+12       1.027211492720e+10       1.196948289799e+13       4.019032536848e-03       1.097758094422e-02       6.010411751623e-25       8.212862514491e-24       3.346184654438e-02       1.998126374446e+00 
       1.256430338624e+06       4.781985213074e-10       3.685095490637e-01       3.411793922407e+06       1.416662438618e+04       1.127528735609e-02       1.779939084131e+10       2.127306325882e-01       6.862032546474e+12       4.897023376972e+09       2.646025700311e+10       4.736958483987e+12       9.989458132146e+09       1.164033776897e+13       4.047134320442e-03       1.097751250699e-02       6.223618047561e-25       8.445125349198e-24       3.393150920872e-02       1.998113287255e+00 
       1.247696415541e+06       4.849137144019e-10       3.710873774944e-01       3.364557202700e+06       1.416662180835e+04       1.135421267360e-02       1.767565741723e+10       2.142185429988e-01       6.673210653104e+12       4.795608517332e+09       2.591227855917e+10       4.606612050895e+12       9.714579168009e+09       1.132024517024e+13       4.075432375447e-03       1.097744359216e-02       6.444386477299e-25       8.683955779237e-24       3.440776081208e-02       1.998100108848e+00 
       1.239023204934e+06       4.917231854881e-10       3.736832263330e-01       3.317974698243e+06       1.416661921250e+04       1.143369044454e-02       1.755278410637e+10       2.157168518894e-01       6.489584547779e+12       4.696293904551e+09       2.537564845226e+10       4.479852344031e+12       9.447264013396e+09       1.100895609818e+13       4.103928069582e-03       1.097737419640e-02       6.672985221048e-25       8.929539482283e-24       3.489069372507e-02       1.998086838594e+00 
       1.230410284768e+06       4.986282577310e-10       3.762972213826e-01       3.272037346825e+06       1.416661659851e+04       1.151372453575e-02       1.743076492979e+10       2.172256318126e-01       6.311011258782e+12       4.599036043700e+09       2.485013166470e+10       4.356580667990e+12       9.187304536102e+09       1.070622839902e+13       4.132622780051e-03       1.097730431636e-02       6.909691968009e-25       9.182067384338e-24       3.538040161184e-02       1.998073475854e+00 
       1.221857235945e+06       5.056302728563e-10       3.789294893177e-01       3.226736211777e+06       1.416661396624e+04       1.159431884115e-02       1.730959395011e+10       2.187449558255e-01       6.137351748525e+12       4.503792340602e+09       2.433549804589e+10       4.236701043153e+12       8.934498331059e+09       1.041182658040e+13       4.161517893613e-03       1.097723394868e-02       7.154794253476e-25       9.441735808043e-24       3.587697944817e-02       1.998060019986e+00 
       1.213363642279e+06       5.127305914108e-10       3.815801577002e-01       3.182062480233e+06       1.416661131557e+04       1.167547728188e-02       1.718926527122e+10       2.202748974930e-01       5.968470805296e+12       4.410521083182e+09       2.383152221151e+10       4.120120130954e+12       8.688648562746e+09       1.012552162811e+13       4.190614806644e-03       1.097716308996e-02       7.408589807867e-25       9.708746625171e-24       3.638052353982e-02       1.998046470346e+00 
       1.204929090476e+06       5.199305930258e-10       3.842493549728e-01       3.138007461411e+06       1.416660864637e+04       1.175720380655e-02       1.706977303801e+10       2.218155308919e-01       5.804236937978e+12       4.319181423197e+09       2.333798344485e+10       4.006747161210e+12       8.449563811932e+09       9.847090827868e+12       4.219914925205e-03       1.097709173679e-02       7.671386918148e-25       9.983307413441e-24       3.689113154110e-02       1.998032826281e+00 
       1.196553170116e+06       5.272316766849e-10       3.869372104800e-01       3.094562584923e+06       1.416660595852e+04       1.183950239139e-02       1.695111143606e+10       2.233669306138e-01       5.644522273675e+12       4.229733358348e+09       2.285466560009e+10       3.896493861447e+12       8.217057926637e+09       9.576317592007e+12       4.249419665108e-03       1.097701988572e-02       7.943504802043e-25       1.026563161775e-23       3.740890247376e-02       1.998019087137e+00 
       1.188235473633e+06       5.346352609950e-10       3.896438544598e-01       3.051719399112e+06       1.416660325187e+04       1.192237704046e-02       1.683327469136e+10       2.249291717692e-01       5.489202458148e+12       4.142137714762e+09       2.238135700766e+10       3.789274388167e+12       7.990949877193e+09       9.312991290914e+12       4.279130451983e-03       1.097694753330e-02       8.225273995529e-25       1.055593871595e-23       3.793393674607e-02       1.998005252255e+00 
       1.179975596291e+06       5.421427844615e-10       3.923694180594e-01       3.009469569398e+06       1.416660052631e+04       1.200583178585e-02       1.671625707006e+10       2.265023299905e-01       5.338156558991e+12       4.056356129833e+09       2.191785038157e+10       3.685005260015e+12       7.771063615296e+09       9.056907089133e+12       4.309048721343e-03       1.097687467603e-02       8.517036754044e-25       1.085445438936e-23       3.846633617223e-02       1.997991320970e+00 
       1.171773136172e+06       5.497557057673e-10       3.951140333429e-01       2.967804876665e+06       1.416659778170e+04       1.208987068786e-02       1.660005287814e+10       2.280864814361e-01       5.191266971477e+12       3.972351035422e+09       2.146394272857e+10       3.583605292779e+12       7.557227936934e+09       8.807865785958e+12       4.339175918659e-03       1.097680131041e-02       8.819147467924e-25       1.116141069800e-23       3.900620399200e-02       1.997977292614e+00 
       1.163627694147e+06       5.574755040553e-10       3.978778332876e-01       2.926717215656e+06       1.416659501790e+04       1.217449783522e-02       1.648465646118e+10       2.296817027940e-01       5.048419326989e+12       3.890085641405e+09       2.101943525933e+10       3.484995536180e+12       7.349276349088e+09       8.565673660418e+12       4.369513499419e-03       1.097672743290e-02       9.131973092562e-25       1.147704626089e-23       3.955364489063e-02       1.997963166514e+00 
       1.155538873865e+06       5.653036792153e-10       4.006609517983e-01       2.886198593397e+06       1.416659223478e+04       1.225971734527e-02       1.637006220407e+10       2.312880712850e-01       4.909502403970e+12       3.809523919562e+09       2.058413330128e+10       3.389099212397e+12       7.147046940097e+09       8.330142320528e+12       4.400062929204e-03       1.097665303994e-02       9.455893593810e-25       1.180160644132e-23       4.010876501907e-02       1.997948941991e+00 
       1.147506281729e+06       5.732417521747e-10       4.034635237131e-01       2.846241127642e+06       1.416658943220e+04       1.234553336416e-02       1.625626453072e+10       2.329056646669e-01       4.774408041330e+12       3.730630587794e+09       2.015784621345e+10       3.295841656297e+12       6.950382253600e+09       8.101088556681e+12       4.430825683754e-03       1.097657812795e-02       9.791302409165e-25       1.213534353748e-23       4.067167201446e-02       1.997934618364e+00 
       1.139529526878e+06       5.812912651935e-10       4.062856848068e-01       2.806837045338e+06       1.416658661004e+04       1.243195006707e-02       1.614325790380e+10       2.345345612379e-01       4.643031054229e+12       3.653371094675e+09       1.974038730291e+10       3.205150257291e+12       6.759129165936e+09       7.878334199083e+12       4.461803249038e-03       1.097650269331e-02       1.013860692530e-24       1.247851697834e-23       4.124247502089e-02       1.997920194944e+00 
       1.131608221167e+06       5.894537821631e-10       4.091275717983e-01       2.767978681114e+06       1.416658376816e+04       1.251897165838e-02       1.603103682449e+10       2.361748398405e-01       4.515269152182e+12       3.577711604321e+09       1.933157374304e+10       3.116954402805e+12       6.573138766919e+09       7.661705979101e+12       4.492997121324e-03       1.097642673240e-02       1.049822897250e-24       1.283139352522e-23       4.182128471048e-02       1.997905671040e+00 
       1.123741979152e+06       5.977308889095e-10       4.119893223615e-01       2.729658475787e+06       1.416658090641e+04       1.260660237192e-02       1.591959583216e+10       2.378265798651e-01       4.391022859414e+12       3.503618981567e+09       1.893122649346e+10       3.031185423301e+12       6.392266243906e+09       7.451035394433e+12       4.524408807253e-03       1.097635024155e-02       1.087060533668e-24       1.319424747888e-23       4.240821330470e-02       1.997891045956e+00 
       1.115930418065e+06       6.061241935008e-10       4.148710751233e-01       2.691868974891e+06       1.416657802465e+04       1.269484647114e-02       1.580892950418e+10       2.394898612538e-01       4.270195437408e+12       3.431060777460e+09       1.853917022160e+10       2.947776538806e+12       6.216370769034e+09       7.246158577982e+12       4.556039823904e-03       1.097627321708e-02       1.125618828944e-24       1.356736089258e-23       4.300337459606e-02       1.997876318990e+00 
       1.108173157801e+06       6.146353265585e-10       4.177729696803e-01       2.654602827231e+06       1.416657512276e+04       1.278370824932e-02       1.569903245558e+10       2.411647645044e-01       4.152692809586e+12       3.360005215045e+09       1.815523322595e+10       2.866662806925e+12       6.045315389583e+09       7.046916170341e+12       4.587891698871e-03       1.097619565528e-02       1.165544613701e-24       1.395102379114e-23       4.360688397004e-02       1.997861489435e+00 
       1.100469820896e+06       6.232659415742e-10       4.206951465967e-01       2.617852783444e+06       1.416657220058e+04       1.287319202980e-02       1.558989933885e+10       2.428513706742e-01       4.038423488059e+12       3.290421175450e+09       1.777924736081e+10       2.787781072269e+12       5.878966921334e+09       6.853153195786e+12       4.619965970332e-03       1.097611755241e-02       1.206886378862e-24       1.434553439616e-23       4.421885842735e-02       1.997846556581e+00 
       1.092820032510e+06       6.320177152294e-10       4.236377474172e-01       2.581611694596e+06       1.416656925798e+04       1.296330216618e-02       1.548152484363e+10       2.445497613834e-01       3.927298502396e+12       3.222278184258e+09       1.741104796271e+10       2.711069917287e+12       5.717195844879e+09       6.664718941675e+12       4.652264187123e-03       1.097603890471e-02       1.249694334493e-24       1.475119935759e-23       4.483941660652e-02       1.997831519711e+00 
       1.085223420410e+06       6.408923477209e-10       4.266009146686e-01       2.545872510786e+06       1.416656629481e+04       1.305404304251e-02       1.537390369649e+10       2.462600188196e-01       3.819231330351e+12       3.155546398158e+09       1.705047377824e+10       2.636469614445e+12       5.559876204774e+09       6.481466841177e+12       4.684787908812e-03       1.097595970840e-02       1.294020470743e-24       1.516833399189e-23       4.546867880677e-02       1.997816378105e+00 
       1.077679614949e+06       6.498915630902e-10       4.295847918693e-01       2.510628279777e+06       1.416656331094e+04       1.314541907354e-02       1.526703066065e+10       2.479822257415e-01       3.714137830497e+12       3.090196591878e+09       1.669736689348e+10       2.563922079720e+12       5.406885511470e+09       6.303254359214e+12       4.717538705770e-03       1.097587995967e-02       1.339918620935e-24       1.559726252687e-23       4.610676701119e-02       1.997801131037e+00 
       1.070188249051e+06       6.590171095575e-10       4.325895235397e-01       2.475872145638e+06       1.416656030621e+04       1.323743470491e-02       1.516090053573e+10       2.497164654826e-01       3.611936176711e+12       3.026200145385e+09       1.635157266479e+10       2.493370827381e+12       5.258104645945e+09       6.129942881548e+12       4.750518159247e-03       1.097579965466e-02       1.387444526899e-24       1.603831835346e-23       4.675380491032e-02       1.997785777776e+00 
       1.062748958189e+06       6.682707598608e-10       4.356152552027e-01       2.441597347419e+06       1.416655728047e+04       1.333009441338e-02       1.505550815751e+10       2.514628219555e-01       3.512546794470e+12       2.963529031349e+09       1.601293965114e+10       2.424760926002e+12       5.113417766954e+09       5.961397606921e+12       4.783727861445e-03       1.097571878952e-02       1.436655906611e-24       1.649184428463e-23       4.740991792596e-02       1.997770317585e+00 
       1.055361380373e+06       6.776543115990e-10       4.386621333924e-01       2.407797217823e+06       1.416655423360e+04       1.342340270703e-02       1.495084839765e+10       2.532213796557e-01       3.415892298886e+12       2.902155802871e+09       1.568131954774e+10       2.358038955700e+12       4.972712220838e+09       5.797487442157e+12       4.817169415595e-03       1.097563736035e-02       1.487612524240e-24       1.695819282153e-23       4.807523323538e-02       1.997754749725e+00 
       1.048025156128e+06       6.871695875807e-10       4.417303056653e-01       2.374465181921e+06       1.416655116542e+04       1.351736412550e-02       1.484691616348e+10       2.549922236657e-01       3.321897434462e+12       2.842053581462e+09       1.535656712110e+10       2.293152966535e+12       4.835878453811e+09       5.638084900154e+12       4.850844436031e-03       1.097555536324e-02       1.540376262667e-24       1.743772642724e-23       4.874987979583e-02       1.997739073450e+00 
       1.040739928477e+06       6.968184361771e-10       4.448199206017e-01       2.341594755862e+06       1.416654807581e+04       1.361198324019e-02       1.474370639773e+10       2.567754396588e-01       3.230489016494e+12       2.783196045270e+09       1.503854014546e+10       2.230052438068e+12       4.702809926661e+09       5.483066000680e+12       4.884754548267e-03       1.097547279423e-02       1.595011198581e-24       1.793081780821e-23       4.943398836942e-02       1.997723288007e+00 
       1.033505342925e+06       7.066027316801e-10       4.479311278174e-01       2.309179545618e+06       1.416654496460e+04       1.370726465452e-02       1.464121407825e+10       2.585711139038e-01       3.141595874089e+12       2.725557417554e+09       1.472709934045e+10       2.168688240022e+12       4.573403031797e+09       5.332310173900e+12       4.918901389073e-03       1.097538964935e-02       1.651583680229e-24       1.843785020364e-23       5.012769154830e-02       1.997707392641e+00 
       1.026321047444e+06       7.165243746659e-10       4.510640779663e-01       2.277213245736e+06       1.416654183165e+04       1.380321300408e-02       1.453943421786e+10       2.603793332682e-01       3.055148794752e+12       2.669112455394e+09       1.442210831013e+10       2.109012594028e+12       4.447557012584e+09       5.185700166558e+12       4.953286606552e-03       1.097530592460e-02       1.710162407927e-24       1.895921768305e-23       5.083112378027e-02       1.997691386591e+00 
       1.019186692448e+06       7.265852923630e-10       4.542189227504e-01       2.245689638114e+06       1.416653867681e+04       1.389983295695e-02       1.443836186398e+10       2.622001852233e-01       2.971080470497e+12       2.613836438638e+09       1.412343348322e+10       2.050979036430e+12       4.325173884889e+09       5.043121950734e+12       4.987911860219e-03       1.097522161596e-02       1.770818517421e-24       1.949532545225e-23       5.154442139467e-02       1.997675269090e+00 
       1.012101930784e+06       7.367874390253e-10       4.573958149285e-01       2.214602590787e+06       1.416653549991e+04       1.399712921386e-02       1.433799209852e+10       2.640337578475e-01       2.889325445444e+12       2.559705159074e+09       1.383094405466e+10       1.994542382103e+12       4.206158360796e+09       4.904464635122e+12       5.022778821076e-03       1.097513671936e-02       1.833625666199e-24       2.004659016792e-23       5.226772262865e-02       1.997659039365e+00 
       1.005066417713e+06       7.471327963113e-10       4.605949083216e-01       2.183946056737e+06       1.416653230082e+04       1.409510650843e-02       1.423832003754e+10       2.658801398309e-01       2.809820064849e+12       2.506694909826e+09       1.354451192826e+10       1.939658689276e+12       4.090417774410e+09       4.769620378738e+12       5.057889171695e-03       1.097505123072e-02       1.898660122868e-24       2.061344026115e-23       5.300116765384e-02       1.997642696641e+00 
       9.980798108912e+05       7.576233736677e-10       4.638163578184e-01       2.153714072714e+06       1.416652907937e+04       1.419376960741e-02       1.413934083105e+10       2.677394204798e-01       2.732502425548e+12       2.454782474977e+09       1.326401166064e+10       1.886285225314e+12       3.977862009708e+09       4.638484307007e+12       5.093244606293e-03       1.097496514593e-02       1.966000859688e-24       2.119631627002e-23       5.374489860335e-02       1.997626240134e+00 
       9.911417703538e+05       7.682612087187e-10       4.670603193845e-01       2.123900758077e+06       1.416652583541e+04       1.429312331094e-02       1.404104966280e+10       2.696116897201e-01       2.657312327754e+12       2.403945119395e+09       1.298932040628e+10       1.834380433452e+12       3.868403430376e+09       4.510954430162e+12       5.128846830813e-03       1.097487846084e-02       2.035729648395e-24       2.179567118167e-23       5.449905959918e-02       1.997609669056e+00 
       9.842519585003e+05       7.790483676609e-10       4.703269500715e-01       2.094500313650e+06       1.416652256878e+04       1.439317245270e-02       1.394344174998e+10       2.714970381026e-01       2.584191228191e+12       2.354160578783e+09       1.272031786373e+10       1.783903900434e+12       3.761956811577e+09       4.386931563878e+12       5.164697563008e-03       1.097479117129e-02       2.107931159410e-24       2.241197078392e-23       5.526379677998e-02       1.997592982614e+00 
       9.774100400767e+05       7.899869456634e-10       4.736164080223e-01       2.065507020589e+06       1.416651927932e+04       1.449392190026e-02       1.384651234307e+10       2.733955568063e-01       2.513082194507e+12       2.305407049923e+09       1.245688622288e+10       1.734816325050e+12       3.658439273589e+09       4.266319252103e+12       5.200798532515e-03       1.097470327307e-02       2.182693064568e-24       2.304569402692e-23       5.603925832921e-02       1.997576180010e+00 
       9.706156821596e+05       8.010790672737e-10       4.769288524785e-01       2.036915239277e+06       1.416651596688e+04       1.459537655520e-02       1.375025672553e+10       2.753073376437e-01       2.443929860950e+12       2.257663181130e+09       1.219891011345e+10       1.687079487536e+12       3.557770217282e+09       4.149023691998e+12       5.237151480941e-03       1.097461476197e-02       2.260106143484e-24       2.369733339493e-23       5.682559450370e-02       1.997559260439e+00 
       9.638685541396e+05       8.123268868293e-10       4.802644437896e-01       2.008719408218e+06       1.416651263128e+04       1.469754135344e-02       1.365467021363e+10       2.772324730641e-01       2.376680385259e+12       2.210908062899e+09       1.194627655437e+10       1.640656219815e+12       3.459871261357e+09       4.034953660953e+12       5.273758161943e-03       1.097452563372e-02       2.340264393690e-24       2.436739528870e-23       5.762295766259e-02       1.997542223092e+00 
       9.571683277056e+05       8.237325888751e-10       4.836233434216e-01       1.980914042962e+06       1.416650927239e+04       1.480042126542e-02       1.355974815618e+10       2.791710561591e-01       2.311281406742e+12       2.165121218750e+09       1.169887490438e+10       1.595510376557e+12       3.364666181323e+09       3.924020445604e+12       5.310620341314e-03       1.097443588403e-02       2.423265144671e-24       2.505640041852e-23       5.843150229672e-02       1.997525067154e+00 
       9.505146768288e+05       8.352983885864e-10       4.870057139578e-01       1.953493735032e+06       1.416650589001e+04       1.490402129640e-02       1.346548593435e+10       2.811231806662e-01       2.247682005508e+12       2.120282596261e+09       1.145659681350e+10       1.551606807040e+12       3.272080850146e+09       3.816137772807e+12       5.347739797059e-03       1.097434550860e-02       2.509209175944e-24       2.576488420846e-23       5.925138505832e-02       1.997507791803e+00 
       9.439072777466e+05       8.470265321977e-10       4.904117191163e-01       1.926453150874e+06       1.416650248401e+04       1.500834648662e-02       1.337187896137e+10       2.830889409734e-01       2.185832662820e+12       2.076372558279e+09       1.121933617565e+10       1.508911327777e+12       3.182043180534e+09       3.711221742511e+12       5.385118319485e-03       1.097425450307e-02       2.598200839314e-24       2.649339721200e-23       6.008276479128e-02       1.997490396214e+00 
       9.373458089470e+05       8.589192974385e-10       4.938415237502e-01       1.899787030819e+06       1.416649905420e+04       1.511340191164e-02       1.327892268241e+10       2.850684321241e-01       2.125685222541e+12       2.033371874332e+09       1.098698908213e+10       1.467390695903e+12       3.094483068812e+09       3.609190762469e+12       5.422757711281e-03       1.097416286308e-02       2.690348185470e-24       2.724250553940e-23       6.092580256165e-02       1.997472879553e+00 
       9.308299511530e+05       8.709789939736e-10       4.972952938606e-01       1.873490188061e+06       1.416649560043e+04       1.521919268250e-02       1.318661257426e+10       2.870617498211e-01       2.067192853641e+12       1.991261712195e+09       1.075945377612e+10       1.427012583292e+12       3.009332340333e+09       3.509965484762e+12       5.460659787606e-03       1.097407058421e-02       2.785763095061e-24       2.801279129709e-23       6.178066168874e-02       1.997455240985e+00 
       9.243593873069e+05       8.832079638510e-10       5.007731965998e-01       1.847557507644e+06       1.416649212253e+04       1.532572394605e-02       1.309494414516e+10       2.890689904314e-01       2.010310013730e+12       1.950023629649e+09       1.053663060815e+10       1.387745551388e+12       2.926524696405e+09       3.413468744053e+12       5.498826376170e-03       1.097397766203e-02       2.884561414410e-24       2.880485303955e-23       6.264750777653e-02       1.997437479665e+00 
       9.179338025551e+05       8.956085819551e-10       5.042754002843e-01       1.821983945469e+06       1.416648862033e+04       1.543300088513e-02       1.300391293460e+10       2.910902509906e-01       1.954992413603e+12       1.909639566405e+09       1.031842199243e+10       1.349559026723e+12       2.845995662667e+09       3.319625497547e+12       5.537259317324e-03       1.097388409207e-02       2.986863096049e-24       2.961930623387e-23       6.352650874558e-02       1.997419594743e+00 
       9.115528842327e+05       9.081832564670e-10       5.078020743986e-01       1.796764527311e+06       1.416648509365e+04       1.554102871887e-02       1.291351451305e+10       2.931256292079e-01       1.901196982752e+12       1.870091836190e+09       1.010473236409e+10       1.312423277114e+12       2.767682538888e+09       3.228362766605e+12       5.575960464143e-03       1.097378986984e-02       3.092792344217e-24       3.045678373748e-23       6.441783486535e-02       1.997401585366e+00 
       9.052163218480e+05       9.209344293303e-10       5.113533896056e-01       1.771894347854e+06       1.416648154234e+04       1.564981270290e-02       1.282374448177e+10       2.951752234700e-01       1.848881835835e+12       1.831363119004e+09       9.895468137385e+09       1.276309388515e+12       2.691524350151e+09       3.139609579957e+12       5.614931682516e-03       1.097369499081e-02       3.202477765525e-24       3.131793628934e-23       6.532165878699e-02       1.997383450671e+00 
       8.989238070679e+05       9.338645767246e-10       5.149295177544e-01       1.747368569732e+06       1.416647796621e+04       1.575935812965e-02       1.273459847261e+10       2.972391328467e-01       1.798006240064e+12       1.793436453535e+09       9.690537664664e+09       1.241189242505e+12       2.617461799374e+09       3.053296918487e+12       5.654174851229e-03       1.097359945042e-02       3.316052524950e-24       3.220343301499e-23       6.623815557661e-02       1.997365189793e+00 
       8.926750337023e+05       9.469762095445e-10       5.185306318854e-01       1.723182422591e+06       1.416647436510e+04       1.586967032860e-02       1.264607214778e+10       2.993174570946e-01       1.748530583487e+12       1.756295229731e+09       9.489851196249e+09       1.207035494392e+12       2.545437221148e+09       2.969357661526e+12       5.693691862058e-03       1.097350324408e-02       3.433654507357e-24       3.311396194591e-23       6.716750274892e-02       1.997346801858e+00 
       8.864696976900e+05       9.602718738859e-10       5.221569062451e-01       1.699331202159e+06       1.416647073882e+04       1.598075466650e-02       1.255816119965e+10       3.014102966628e-01       1.700416344150e+12       1.719923181523e+09       9.293320841127e+09       1.173821551922e+12       2.475394536831e+09       2.887726534630e+12       5.733484619855e-03       1.097340636717e-02       3.555426484744e-24       3.405023055345e-23       6.810988030147e-02       1.997328285988e+00 
