# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.34
# for k=1.01651e-05 to 1.05047 h/Mpc,
# number of wavenumbers equal to 604
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       2.751928693967e-03      -2.343986138306e+00      -2.695394926978e+01      -2.696126048708e+01      -2.316864164771e+00      -2.357227599535e+01      -2.689275306437e+01       4.901544258046e-05       5.960275583577e-03       5.961490208526e-03       6.408515805966e-05       5.604469270646e-03       5.951173766257e-03 
       2.862785384548e-03      -2.361884598784e+00      -2.899045746267e+01      -2.899866482502e+01      -2.333217913897e+00      -2.514817489635e+01      -2.892160730108e+01       1.306345557180e-05       6.430985978134e-03       6.432303826902e-03       2.136837568423e-05       6.025021844372e-03       6.420794182258e-03 
       2.974611455373e-03      -2.358150750942e+00      -3.111582797182e+01      -3.112502137295e+01      -2.327075177962e+00      -2.677308218650e+01      -3.103870862733e+01      -3.877408265766e-05       6.922173043628e-03       6.923599455985e-03      -3.421570535489e-05       6.461155916071e-03       6.910790964197e-03 
       3.087324448931e-03      -2.331722185037e+00      -3.332943410593e+01      -3.333970579817e+01      -2.298853242607e+00      -2.844536629232e+01      -3.324341626396e+01      -8.360638658568e-05       7.433690243702e-03       7.435230002149e-03      -8.002510119281e-05       6.912468215297e-03       7.421030676330e-03 
       3.200849701475e-03      -2.291025333163e+00      -3.563058353008e+01      -3.564202835793e+01      -2.257891458933e+00      -3.016340216159e+01      -3.553503059158e+01      -1.001083128282e-04       7.965375077108e-03       7.967032284918e-03      -9.638988060897e-05       7.378535454623e-03       7.951362567657e-03 
       3.315119652561e-03      -2.250484387676e+00      -3.801852842652e+01      -3.803124456500e+01      -2.218503076310e+00      -3.192556345352e+01      -3.791280144102e+01      -7.797806368484e-05       8.517051666422e-03       8.518829750383e-03      -7.536538020522e-05       7.858917469631e-03       8.501614046252e-03 
       3.430073186497e-03      -2.224486657765e+00      -4.049247397423e+01      -4.050656411583e+01      -2.193935372598e+00      -3.373021427859e+01      -4.037593321884e+01      -2.333882691836e-05       9.088533244700e-03       9.090435121267e-03      -2.492609180137e-05       8.353160769103e-03       9.071589191039e-03 
       3.545655014909e-03      -2.221306678632e+00      -4.305158704186e+01      -4.306715988074e+01      -2.190797287396e+00      -3.557570313976e+01      -4.292359012857e+01       4.273074025545e-05       9.679624778887e-03       9.681653169887e-03       3.368182044799e-05       8.860802621581e-03       9.661072644274e-03 
       3.661815105170e-03      -2.239580130313e+00      -4.569500318276e+01      -4.571217506043e+01      -2.206358392408e+00      -3.746035800355e+01      -4.555490108824e+01       9.248471829020e-05       1.029012503299e-02       1.029228286092e-02       7.474427603684e-05       9.381374891202e-03       1.026983809951e-02 
       3.778508156387e-03      -2.268880012506e+00      -4.842183422981e+01      -4.844073071546e+01      -2.229900752437e+00      -3.938248498176e+01      -4.826896745739e+01       1.034284044463e-04       1.091982845434e-02       1.092211921106e-02       7.943651045891e-05       9.914407820520e-03       1.089765929881e-02 
