# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  139       5.406555117749e-10       1.518283591197e-13      -5.958074339847e-12       1.335957919138e-15       4.131588600313e-12       7.471250870908e-13      -4.722553508090e-15 
  140       5.452541849540e-10       1.518425585817e-13      -5.993958411756e-12       1.338122464122e-15       4.048794200866e-12       7.358985381881e-13      -4.662194307599e-15 
  141       5.498415355776e-10       1.517907576203e-13      -6.027141831740e-12       1.340466991131e-15       3.968161663012e-12       7.248879581498e-13      -4.601302971036e-15 
  142       5.544159524052e-10       1.516732024043e-13      -6.057566848649e-12       1.343000665220e-15       3.889546663684e-12       7.140692014612e-13      -4.539493565482e-15 
  143       5.589757447616e-10       1.514902253664e-13      -6.085176707534e-12       1.345732506845e-15       3.812788753844e-12       7.034157593889e-13      -4.476355850445e-15 
  144       5.635192808353e-10       1.512422574037e-13      -6.109916207377e-12       1.348671207936e-15       3.737744969040e-12       6.929047834188e-13      -4.411552517809e-15 
  145       5.680454214015e-10       1.509298622160e-13      -6.131733357697e-12       1.351824576729e-15       3.664395119067e-12       6.825359290299e-13      -4.345122671816e-15 
  146       5.725531259398e-10       1.505537086250e-13      -6.150577956756e-12       1.355200022583e-15       3.592746275307e-12       6.723142844962e-13      -4.277207546853e-15 
  147       5.770413157072e-10       1.501145621505e-13      -6.166401125542e-12       1.358804717903e-15       3.522799603280e-12       6.622444505877e-13      -4.207955609153e-15 
  148       5.815088729018e-10       1.496132867838e-13      -6.179155347971e-12       1.362645589047e-15       3.454550215070e-12       6.523305261192e-13      -4.137522665534e-15 
  149       5.859546398278e-10       1.490508467610e-13      -6.188794511088e-12       1.366729307235e-15       3.387987021750e-12       6.425760934987e-13      -4.066071972148e-15 
  150       5.903774180589e-10       1.484283083372e-13      -6.195273945264e-12       1.371062279457e-15       3.323092585808e-12       6.329842042765e-13      -3.993774343225e-15 
  151       5.947759676032e-10       1.477468415601e-13      -6.198550464394e-12       1.375650639381e-15       3.259842973571e-12       6.235573646929e-13      -3.920808259810e-15 
  152       5.991490060669e-10       1.470077220433e-13      -6.198582406102e-12       1.380500238255e-15       3.198207607631e-12       6.142975212277e-13      -3.847359978514e-15 
  153       6.034952078190e-10       1.462123327406e-13      -6.195329671933e-12       1.385616635824e-15       3.138149119272e-12       6.052060461480e-13      -3.773623640254e-15 
  154       6.078132031552e-10       1.453621657190e-13      -6.188753767559e-12       1.391005091231e-15       3.079623200893e-12       5.962837230575e-13      -3.699801378997e-15 
  155       6.121015774620e-10       1.444588239330e-13      -6.178817842973e-12       1.396670553925e-15       3.022578458433e-12       5.875307324444e-13      -3.626103430505e-15 
  156       6.163588703812e-10       1.435040229979e-13      -6.165486732692e-12       1.402617654572e-15       2.966956263800e-12       5.789466372304e-13      -3.552748241074e-15 
  157       6.205835749742e-10       1.424995929636e-13      -6.148726995956e-12       1.408850695961e-15       2.912690607292e-12       5.705303683193e-13      -3.479962576286e-15 
  158       6.247741368859e-10       1.414474800883e-13      -6.128506956925e-12       1.415373643911e-15       2.859707950025e-12       5.622802101454e-13      -3.407981629743e-15 
  159       6.289289535090e-10       1.403497486122e-13      -6.104796744881e-12       1.422190118177e-15       2.807927076359e-12       5.541937862220e-13      -3.337049131819e-15 
  160       6.330463731483e-10       1.392085825312e-13      -6.077568334426e-12       1.429303383363e-15       2.757258946318e-12       5.462680446902e-13      -3.267417458398e-15 
  161       6.371248120207e-10       1.380262364038e-13      -6.046795456157e-12       1.436716523044e-15       2.707624923639e-12       5.384999418296e-13      -3.199296985071e-15 
  162       6.411631186370e-10       1.368048791594e-13      -6.012453235422e-12       1.444432998540e-15       2.659013581180e-12       5.308885908555e-13      -3.132698888306e-15 
  163       6.451602401960e-10       1.355467398033e-13      -5.974518598296e-12       1.452456122409e-15       2.611428660313e-12       5.234332764111e-13      -3.067578585878e-15 
  164       6.491151073555e-10       1.342541586677e-13      -5.932970437523e-12       1.460788871494e-15       2.564871084582e-12       5.161327625458e-13      -3.003885117333e-15 
  165       6.530266339389e-10       1.329295889512e-13      -5.887789652117e-12       1.469433878664e-15       2.519338896678e-12       5.089852814742e-13      -2.941561019220e-15 
  166       6.568937166415e-10       1.315755982577e-13      -5.838959186966e-12       1.478393424575e-15       2.474827195403e-12       5.019885223366e-13      -2.880542200321e-15 
  167       6.607152347366e-10       1.301948701359e-13      -5.786464072436e-12       1.487669429413e-15       2.431328072643e-12       4.951396199587e-13      -2.820757816876e-15 
  168       6.644900497823e-10       1.287902056182e-13      -5.730291463977e-12       1.497263444647e-15       2.388830550335e-12       4.884351436111e-13      -2.762130147810e-15 
  169       6.682170053273e-10       1.273645247600e-13      -5.670430681720e-12       1.507176644781e-15       2.347320517439e-12       4.818710857695e-13      -2.704574469969e-15 
  170       6.718949266180e-10       1.259208681792e-13      -5.606873250087e-12       1.517409819104e-15       2.306780666903e-12       4.754428508741e-13      -2.647998933338e-15 
  171       6.755226203042e-10       1.244623985947e-13      -5.539612937390e-12       1.527963363439e-15       2.267190432637e-12       4.691452440899e-13      -2.592304436279e-15 
  172       6.790988741459e-10       1.229924023662e-13      -5.468645795436e-12       1.538837271896e-15       2.228525926478e-12       4.629724600661e-13      -2.537384500750e-15 
  173       6.826224567192e-10       1.215142910335e-13      -5.393970199132e-12       1.550031128620e-15       2.190759875162e-12       4.569180716962e-13      -2.483125147543e-15 
  174       6.860921171234e-10       1.200316028548e-13      -5.315586886087e-12       1.561544099543e-15       2.153861557292e-12       4.509750188776e-13      -2.429404771504e-15 
  175       6.895065846866e-10       1.185480043470e-13      -5.233498996213e-12       1.573374924138e-15       2.117796740309e-12       4.451355972716e-13      -2.376094016765e-15 
  176       6.928645686725e-10       1.170672918241e-13      -5.147712111335e-12       1.585521907161e-15       2.082527617457e-12       4.393914470632e-13      -2.323055651975e-15 
