# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.34
# for k=1.04216e-05 to 1.08687 h/Mpc,
# number of wavenumbers equal to 604
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       3.972395141241e-03      -2.289662518002e+00      -5.115759998700e+01      -5.117814256227e+01      -2.243058393921e+00      -3.954770303588e+01      -5.108050676301e+01       6.122365141345e-05       1.145026275382e-02       1.145267929764e-02       3.710084278094e-05       1.008915402906e-02       1.143318199872e-02 
       4.093275359919e-03      -2.298794010945e+00      -5.407228352205e+01      -5.409482529128e+01      -2.244664090486e+00      -4.142554660841e+01      -5.398968334683e+01      -5.613614561310e-06       1.211802482861e-02       1.212058440025e-02      -2.208966694272e-05       1.062184006417e-02       1.209962016107e-02 
       4.214575894555e-03      -2.285049978143e+00      -5.706916912936e+01      -5.709386972567e+01      -2.225971498095e+00      -4.333087161529e+01      -5.698085857938e+01      -7.817027660095e-05       1.280460175715e-02       1.280731026465e-02      -8.029187414303e-05       1.116435965340e-02       1.278481191953e-02 
       4.336265720608e-03      -2.252676878633e+00      -6.014732335656e+01      -6.017435424563e+01      -2.192677953228e+00      -4.526179147952e+01      -6.005310939171e+01      -1.247698369185e-04       1.350978107213e-02       1.351264481321e-02      -1.105203651825e-04       1.171625615843e-02       1.348857850610e-02 
       4.458316656869e-03      -2.214124019950e+00      -6.330580668206e+01      -6.333535054080e+01      -2.156915453565e+00      -4.721644145470e+01      -6.320551276025e+01      -1.243565237767e-04       1.423334895538e-02       1.423637427401e-02      -9.811708169660e-05       1.227708959888e-02       1.421072694246e-02 
       4.580703072473e-03      -2.184423299072e+00      -6.654367662744e+01      -6.657592637601e+01      -2.131578281186e+00      -4.919299383276e+01      -6.643714378564e+01      -7.663420235021e-05       1.497509079886e-02       1.497828381150e-02      -4.807347185939e-05       1.284643711546e-02       1.495104016955e-02 
       4.703401625923e-03      -2.174438743035e+00      -6.985998912016e+01      -6.989514682579e+01      -2.124407176296e+00      -5.118967083304e+01      -6.974707148051e+01      -3.076119511171e-06       1.573479143052e-02       1.573815788702e-02       1.671218902252e-05       1.342389256954e-02       1.570927722398e-02 
       4.826391032738e-03      -2.186019169374e+00      -7.325380054891e+01      -7.329207642357e+01      -2.134555154347e+00      -5.320475641160e+01      -7.313435720200e+01       6.213309022159e-05       1.651223560645e-02       1.651578088955e-02       6.578008362650e-05       1.400906585725e-02       1.648518457314e-02 
       4.949651858613e-03      -2.211226897690e+00      -7.672416796131e+01      -7.676577968493e+01      -2.153184688044e+00      -5.523660454067e+01      -7.659805487028e+01       8.745873125527e-05       1.730720816495e-02       1.731093737812e-02       7.541972027301e-05       1.460158148162e-02       1.727851337938e-02 
       5.073166335232e-03      -2.235964673721e+00      -8.027015074907e+01      -8.031532310785e+01      -2.167756069639e+00      -5.728364611948e+01      -8.013721620331e+01       5.874908697423e-05       1.811949454465e-02       1.812341261337e-02       4.019611247747e-05       1.520107722648e-02       1.808903557903e-02 
       5.196918196213e-03      -2.246324805613e+00      -8.389080942100e+01      -8.393977448834e+01      -2.167949074132e+00      -5.934439145556e+01      -8.375089524903e+01      -1.361651844605e-05       1.894888064439e-02       1.895299237070e-02      -2.397554129578e-05       1.580720520771e-02       1.891655035566e-02 
       5.320892530891e-03      -2.234757057603e+00      -8.758520091378e+01      -8.763819873393e+01      -2.150417528413e+00      -6.141742631825e+01      -8.743814899231e+01      -9.882550692404e-05       1.979515177471e-02       1.979946182790e-02      -8.712202256413e-05       1.641962668329e-02       1.976087722950e-02 
       5.445075653895e-03      -2.203261729055e+00      -9.135239371741e+01      -9.140967290810e+01      -2.120021879035e+00      -6.350140567091e+01      -9.119805449207e+01      -1.594391606240e-04       2.065809618101e-02       2.066260905192e-02      -1.201612120583e-04       1.703775875646e-02       2.062184231331e-02 
       5.569454988725e-03      -2.162204891293e+00      -9.519145961243e+01      -9.525327840268e+01      -2.087438432722e+00      -6.559292905020e+01      -9.502969004802e+01      -1.686852248188e-04       2.153750323243e-02       2.154222321489e-02      -1.065280689372e-04       1.764842586887e-02       2.149920287515e-02 
