# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  137       5.312887453282e-10       1.518863890722e-13      -5.881316782674e-12       1.327686986909e-15       4.294163475092e-12       7.205351907804e-13      -4.869704525033e-15 
  138       5.359026266831e-10       1.520361456909e-13      -5.922624274526e-12       1.329389790962e-15       4.206518913137e-12       7.104082348079e-13      -4.804400617866e-15 
  139       5.405081671834e-10       1.521195612437e-13      -5.961351463785e-12       1.331252531629e-15       4.121293928286e-12       7.004802686240e-13      -4.739590640589e-15 
  140       5.451039218151e-10       1.521367091715e-13      -5.997438731603e-12       1.333284682247e-15       4.038374220796e-12       6.907413630277e-13      -4.675104939021e-15 
  141       5.496883700700e-10       1.520877456524e-13      -6.030827384131e-12       1.335495589443e-15       3.957629949710e-12       6.811800562834e-13      -4.610759327913e-15 
  142       5.542599143167e-10       1.519729113150e-13      -6.061459689823e-12       1.337894465060e-15       3.878915388167e-12       6.717833190636e-13      -4.546354790303e-15 
  143       5.588168781725e-10       1.517925329506e-13      -6.089278916723e-12       1.340490378103e-15       3.802068578722e-12       6.625365193907e-13      -4.481677176885e-15 
  144       5.633576429449e-10       1.515470359997e-13      -6.114229876052e-12       1.343292067156e-15       3.726945201044e-12       6.534267710406e-13      -4.416544462620e-15 
  145       5.678810755576e-10       1.512369797815e-13      -6.136260534610e-12       1.346307373819e-15       3.653524665756e-12       6.444534248073e-13      -4.350954401985e-15 
  146       5.723861399131e-10       1.508630290096e-13      -6.155320632973e-12       1.349543737825e-15       3.581813873491e-12       6.356185497080e-13      -4.284950926824e-15 
  147       5.768717617819e-10       1.504259450893e-13      -6.171361233330e-12       1.353008362535e-15       3.511813794962e-12       6.269236269226e-13      -4.218577869153e-15 
  148       5.813368279680e-10       1.499265878922e-13      -6.184334759690e-12       1.356708205841e-15       3.443519322900e-12       6.183695341809e-13      -4.151878933836e-15 
  149       5.857801854733e-10       1.493659175312e-13      -6.194195038086e-12       1.360649971068e-15       3.376919123994e-12       6.099565301505e-13      -4.084897671273e-15 
  150       5.902006406625e-10       1.487449961349e-13      -6.200897336783e-12       1.364840097886e-15       3.311995490829e-12       6.016842388234e-13      -4.017677450076e-15 
  151       5.945969584284e-10       1.480649896224e-13      -6.204398406482e-12       1.369284753209e-15       3.248724193827e-12       5.935516339042e-13      -3.950261429751e-15 
  152       5.989678613560e-10       1.473271694779e-13      -6.204656520526e-12       1.373989822106e-15       3.187074333184e-12       5.855570231972e-13      -3.882692533382e-15 
  153       6.033120288880e-10       1.465329145252e-13      -6.201631515107e-12       1.378960898706e-15       3.127008190809e-12       5.776980329935e-13      -3.815013420309e-15 
  154       6.076280964896e-10       1.456837127028e-13      -6.195284829471e-12       1.384203277099e-15       3.068481082267e-12       5.699715924591e-13      -3.747266458809e-15 
  155       6.119146548129e-10       1.447811628383e-13      -6.185579546124e-12       1.389721942249e-15       3.011441208712e-12       5.623739180216e-13      -3.679493698781e-15 
  156       6.161702488623e-10       1.438269764229e-13      -6.172480431034e-12       1.395521560891e-15       2.955829508833e-12       5.549004977582e-13      -3.611736844423e-15 
  157       6.203933771589e-10       1.428229793865e-13      -6.155953973846e-12       1.401606472445e-15       2.901579510785e-12       5.475460757827e-13      -3.544037226917e-15 
  158       6.245824909058e-10       1.417711138718e-13      -6.135968428077e-12       1.407980679917e-15       2.848617184138e-12       5.403046366330e-13      -3.476435777106e-15 
  159       6.287359931527e-10       1.406734400098e-13      -6.112493851330e-12       1.414647840804e-15       2.796860791805e-12       5.331693896587e-13      -3.408972998177e-15 
  160       6.328522379607e-10       1.395321376934e-13      -6.085502145494e-12       1.421611258004e-15       2.746220741991e-12       5.261327534084e-13      -3.341688938345e-15 
  161       6.369296460157e-10       1.383494574189e-13      -6.054966961611e-12       1.428874053148e-15       2.696617904103e-12       5.191882466060e-13      -3.274622628463e-15 
  162       6.409670647104e-10       1.371275641959e-13      -6.020863320597e-12       1.436439722930e-15       2.648040687550e-12       5.123363817796e-13      -3.207810396333e-15 
  163       6.449634384574e-10       1.358686831613e-13      -5.983168035663e-12       1.444311614828e-15       2.600492751106e-12       5.055792654102e-13      -3.141287350424e-15 
  164       6.489176948078e-10       1.345751507993e-13      -5.941859883909e-12       1.452492740903e-15       2.553974930308e-12       4.989187314323e-13      -3.075087871985e-15 
  165       6.528287441520e-10       1.332494164826e-13      -5.896919645905e-12       1.460985769546e-15       2.508485174344e-12       4.923563343932e-13      -3.009245585264e-15 
  166       6.566954794199e-10       1.318940440120e-13      -5.848330145279e-12       1.469793017225e-15       2.464018482947e-12       4.858933426123e-13      -2.943793327732e-15 
