# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.01561e-05 to 1.05973 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       5.972464514297e-04      -2.838578502999e+00      -4.998108504680e+00      -4.998346077615e+00      -2.797966233795e+00      -4.982432273064e+00      -4.997679045976e+00      -9.495360223392e-05       4.197796835665e-04       4.197943973000e-04      -9.162833845478e-05       4.191822356943e-04       4.196642698456e-04 
       6.370960359960e-04      -2.766355969327e+00      -5.465856409792e+00      -5.466152901277e+00      -2.725750533923e+00      -5.445602621691e+00      -5.465308443298e+00      -1.006232377810e-04       4.774085318936e-04       4.774265662137e-04      -9.527122598019e-05       4.766367636178e-04       4.772785352043e-04 
       6.797080589132e-04      -2.696721343097e+00      -6.000038608196e+00      -6.000407216465e+00      -2.658204953430e+00      -5.973868112804e+00      -5.999350282124e+00      -9.996563891105e-05       5.430172148441e-04       5.430392075098e-04      -9.230649118465e-05       5.420199018861e-04       5.428719506894e-04 
       7.252606772999e-04      -2.638112894927e+00      -6.609631022017e+00      -6.610087297724e+00      -2.604081290058e+00      -6.575817335208e+00      -6.608776028433e+00      -9.274226282047e-05       6.176819260932e-04       6.177086004788e-04      -8.272297060185e-05       6.163929296460e-04       6.175203459199e-04 
       7.739215035022e-04      -2.598228147629e+00      -7.304414001629e+00      -7.304975998220e+00      -2.571089580670e+00      -7.260739004551e+00      -7.303359735086e+00      -8.037273813434e-05       7.025861524156e-04       7.026183175031e-04      -6.830789537610e-05       7.009203667520e-04       7.024063731784e-04 
       8.258418597443e-04      -2.581587766990e+00      -8.094929421269e+00      -8.095617743996e+00      -2.563302350573e+00      -8.038556427770e+00      -8.093634273245e+00      -6.634457818349e-05       7.990186234551e-04       7.990571707194e-04      -5.303736613826e-05       7.968670278405e-04       7.988173466480e-04 
       8.811508844514e-04      -2.586961272253e+00      -8.992417632652e+00      -8.993255350985e+00      -2.578478541844e+00      -8.919739706836e+00      -8.990827337742e+00      -5.598012971673e-05       9.083665001530e-04       9.084123971217e-04      -4.276013426362e-05       9.055902199265e-04       9.081384668845e-04 
       9.399499422174e-04      -2.605801475273e+00      -1.000873266913e+01      -1.000974506656e+01      -2.606541694559e+00      -9.915195102916e+00      -1.000677584068e+01      -5.514616282993e-05       1.032101743082e-03       1.032156023330e-03      -4.374675389317e-05       1.028525057246e-03       1.031839467711e-03 
       1.002307846501e-03      -2.623167813255e+00      -1.115622698996e+01      -1.115744114448e+01      -2.630770927670e+00      -1.103612435364e+01      -1.115381027911e+01      -6.781617991569e-05       1.171758352876e-03       1.171822102007e-03      -6.003678138991e-05       1.167160633734e-03       1.171452399447e-03 
       1.068257389337e-03      -2.622192919891e+00      -1.244758834923e+01      -1.244903256697e+01      -2.632766273710e+00      -1.229383844051e+01      -1.244459190084e+01      -9.314826605535e-05       1.328899032625e-03       1.328973369656e-03      -9.032563005163e-05       1.323005665185e-03       1.328538947761e-03 
       1.137793573208e-03      -2.591551773099e+00      -1.389560825235e+01      -1.389731141299e+01      -2.600519291983e+00      -1.369950743975e+01      -1.389188210723e+01      -1.237107084789e-04       1.505072550481e-03       1.505158604548e-03      -1.261504739696e-04       1.497544950882e-03       1.504648193831e-03 
       1.210873764755e-03      -2.532907496042e+00      -1.551287314002e+01      -1.551486404928e+01      -2.536290560790e+00      -1.526383976732e+01      -1.550823478049e+01      -1.469619647320e-04       1.701767564429e-03       1.701866448614e-03      -1.535965709611e-04       1.692192490051e-03       1.701270096751e-03 
       1.287419768020e-03      -2.463378848282e+00      -1.731140059176e+01      -1.731370746705e+01      -2.459031887095e+00      -1.699671498181e+01      -1.730563302857e+01      -1.510666614572e-04       1.920373082833e-03       1.920485870195e-03      -1.596019204940e-04       1.908251491744e-03       1.919794625525e-03 
       1.367321590988e-03      -2.408934183034e+00      -1.930223086135e+01      -1.930488121168e+01      -2.397135221269e+00      -1.890678624092e+01      -1.929508016098e+01      -1.331807672906e-04       2.162151378146e-03       2.162279088177e-03      -1.407915581490e-04       2.146887197458e-03       2.161482788563e-03 
       1.450442499057e-03      -2.389673016134e+00      -2.149530253918e+01      -2.149832316214e+01      -2.372730843377e+00      -2.100136187397e+01      -2.148647303761e+01      -1.048297245735e-04       2.428251379371e-03       2.428394984555e-03      -1.091185467618e-04       2.409140309400e-03       2.427478808593e-03 
       1.536624845535e-03      -2.404903757086e+00      -2.389927750872e+01      -2.390269517204e+01      -2.386019573218e+00      -2.328626321983e+01      -2.388842559597e+01      -8.817236177634e-05       2.719714123563e-03       2.719874579846e-03      -8.788282933438e-05       2.695932973947e-03       2.718816457117e-03 
       1.625696153194e-03      -2.429885022009e+00      -2.652160259082e+01      -2.652544526775e+01      -2.411998803732e+00      -2.576592200601e+01      -2.650833096727e+01      -1.018584615603e-04       3.037486930592e-03       3.037665227280e-03      -9.697255089175e-05       3.008083656707e-03       3.036436492431e-03 
       1.717474981267e-03      -2.430570629499e+00      -2.936869775254e+01      -2.937299627343e+01      -2.415862996563e+00      -2.844360765114e+01      -2.935255316843e+01      -1.445503722164e-04       3.382418723716e-03       3.382615939446e-03      -1.359218234613e-04       3.346303273767e-03       3.381185773416e-03 
       1.811776222945e-03      -2.388958378728e+00      -3.244608454065e+01      -3.245087453597e+01      -2.378969938799e+00      -3.132159964972e+01      -3.242656082626e+01      -1.904729430093e-04       3.755228532660e-03       3.755445882210e-03      -1.795795259245e-04       3.711164587007e-03       3.753786795854e-03 
       1.908415608988e-03      -2.319679398904e+00      -3.575838500882e+01      -3.576370889965e+01      -2.315300799285e+00      -3.440123094230e+01      -3.573492971832e+01      -2.058143572556e-04       4.156469507546e-03       4.156708372070e-03      -1.949679445142e-04       4.103067106252e-03       4.154797959202e-03 
       2.007213317364e-03      -2.261189374191e+00      -3.930922121275e+01      -3.931512997543e+01      -2.261932714431e+00      -3.768282964160e+01      -3.928124127327e+01      -1.772296554475e-04       4.586520763859e-03       4.586782708486e-03      -1.697123096644e-04       4.522229769735e-03       4.584598888976e-03 
       2.107996689827e-03      -2.244855566358e+00      -4.310114588578e+01      -4.310770033568e+01      -2.247929394412e+00      -4.116568740721e+01      -4.306800816423e+01      -1.280411543477e-04       5.045623791424e-03       5.045910578288e-03      -1.271171512748e-04       4.968728095372e-03       5.043423136001e-03 
       2.210602127094e-03      -2.267138467189e+00      -4.713572613160e+01      -4.714299753695e+01      -2.267764446978e+00      -4.484817454840e+01      -4.709675316547e+01      -1.025284039944e-04       5.533944771086e-03       5.534258367490e-03      -1.091594543167e-04       5.442557106995e-03       5.531424082926e-03 
       2.314876275387e-03      -2.291579421719e+00      -5.141377914810e+01      -5.142184908123e+01      -2.285321068441e+00      -4.872799972429e+01      -5.136824493600e+01      -1.265780789149e-04       6.051619082464e-03       6.051961650695e-03      -1.375444654719e-04       5.943676291811e-03       6.048728445366e-03 
       2.420676633735e-03      -2.281865700372e+00      -5.593562963778e+01      -5.594458906921e+01      -2.267631151097e+00      -5.280248342843e+01      -5.588276069936e+01      -1.803212411073e-04       6.598746962051e-03       6.599120814647e-03      -1.892172983162e-04       6.472005551749e-03       6.595438172529e-03 
       2.527871710617e-03      -2.236162933230e+00      -6.070124065919e+01      -6.071118840633e+01      -2.217121324581e+00      -5.706869714262e+01      -6.064022256932e+01      -2.137229793247e-04       7.175352901760e-03       7.175760421295e-03      -2.152178410761e-04       7.027384786449e-03       7.171586257352e-03 
       2.636340846821e-03      -2.188424811505e+00      -6.571018616932e+01      -6.572122692661e+01      -2.169419826203e+00      -6.152343711620e+01      -6.564016999394e+01      -1.956076223019e-04       7.781356407647e-03       7.781799952456e-03      -1.897399779217e-04       7.609544803377e-03       7.777096265394e-03 
       2.745973804322e-03      -2.173572839962e+00      -7.096157594579e+01      -7.097381818860e+01      -2.157028911454e+00      -6.616314457753e+01      -7.088167852778e+01      -1.479207250382e-04       8.416591654327e-03       8.417073480398e-03      -1.400200348639e-04       8.218127155546e-03       8.411794156247e-03 
       2.856670202240e-03      -2.191215876679e+00      -7.645407272317e+01      -7.646762683279e+01      -2.175513211708e+00      -7.098391362575e+01      -7.636337076670e+01      -1.255799163111e-04       9.080864676689e-03       9.081386891778e-03      -1.210949628513e-04       8.852741580420e-03       9.075470108976e-03 
       2.968338863079e-03      -2.206237720380e+00      -8.218603496351e+01      -8.220101187551e+01      -2.188393438550e+00      -7.598162168055e+01      -8.208355942925e+01      -1.579374217349e-04       9.773997752357e-03       9.774562295158e-03      -1.569973933680e-04       9.513010695395e-03       9.767936326124e-03 
       3.080897116646e-03      -2.186609769726e+00      -8.815568216660e+01      -8.817219278849e+01      -2.166288765693e+00      -8.115208096006e+01      -8.804041954644e+01      -2.140227299489e-04       1.049582241743e-02       1.049643104618e-02      -2.153477809978e-04       1.019856340897e-02       1.048902802202e-02 
       3.194270095860e-03      -2.137998277400e+00      -9.436116283503e+01      -9.437931832258e+01      -2.104825654564e+00      -8.649105591353e+01      -9.423206224388e+01      -2.339621643954e-04       1.124613592321e-02       1.124679021220e-02      -2.741774553646e-04       1.090890727908e-02       1.123855131766e-02 
       3.308390048127e-03      -2.096910706474e+00      -1.008005044184e+02      -1.008204173028e+02      -2.032075800516e+00      -9.199428531940e+01      -1.006564854032e+02      -1.964062438599e-04       1.202467300910e-02       1.202537436961e-02      -2.709077274144e-04       1.164417823107e-02       1.201625232203e-02 
       3.423195677788e-03      -2.089582811278e+00      -1.074715424014e+02      -1.074933284456e+02      -1.993843690973e+00      -9.765781369818e+01      -1.073115028718e+02      -1.459015062313e-04       1.283112621785e-02       1.283187595805e-02      -2.180385008565e-04       1.240437659042e-02       1.282181838997e-02 
       3.538631529053e-03      -2.102862407962e+00      -1.143719343363e+02      -1.143957148609e+02      -1.993490821149e+00      -1.034776592603e+02      -1.141947482307e+02      -1.440670262315e-04       1.366519512677e-02       1.366599454011e-02      -1.914914889249e-04       1.318911582887e-02       1.365493363528e-02 
       3.654647414380e-03      -2.100521820679e+00      -1.214992560474e+02      -1.215251604290e+02      -1.993043010762e+00      -1.094498678980e+02      -1.213037732351e+02      -1.965642634514e-04       1.452661205537e-02       1.452746250529e-02      -2.258369507884e-04       1.399803039690e-02       1.451532759498e-02 
       3.771197890094e-03      -2.066388957573e+00      -1.288510906587e+02      -1.288792586606e+02      -1.964409995436e+00      -1.155705816859e+02      -1.286361437638e+02      -2.421664485424e-04       1.541512011291e-02       1.541602308626e-02      -2.729445666043e-04       1.483075638758e-02       1.540275581196e-02 
       3.888241778939e-03      -2.023963090611e+00      -1.364250317429e+02      -1.364556153957e+02      -1.922236065933e+00      -1.218360264697e+02      -1.361894457136e+02      -2.224424894588e-04       1.633043246050e-02       1.633138958925e-02      -2.679890884852e-04       1.568689274371e-02       1.631694315462e-02 
       4.005741737808e-03      -2.009011403632e+00      -1.442186234512e+02      -1.442517882215e+02      -1.901114185026e+00      -1.282424389947e+02      -1.439612196300e+02      -1.533830779058e-04       1.727222140598e-02       1.727323447546e-02      -2.141624243489e-04       1.656599171960e-02       1.725755651790e-02 
       4.123663868077e-03      -2.027087626643e+00      -1.522293222605e+02      -1.522652474166e+02      -1.910073063562e+00      -1.347860200223e+02      -1.519489143572e+02      -1.111469572966e-04       1.824014945455e-02       1.824122040852e-02      -1.789346504872e-04       1.746759105446e-02       1.822423914320e-02 
       4.241977365479e-03      -2.046564387739e+00      -1.604545320620e+02      -1.604934102922e+02      -1.921704792415e+00      -1.414629632254e+02      -1.601499202015e+02      -1.429911798555e-04       1.923390611969e-02       1.923503704951e-02      -2.077637135075e-04       1.839125159989e-02       1.921666781802e-02 
       4.360654206250e-03      -2.036101663498e+00      -1.688916727311e+02      -1.689337091029e+02      -1.907280043191e+00      -1.482695195916e+02      -1.685616433100e+02      -2.080980564649e-04       2.025320888927e-02       2.025440198930e-02      -2.648725126293e-04       1.933655887003e-02       2.023456737462e-02 
       4.479668866282e-03      -2.002047435011e+00      -1.775382128551e+02      -1.775836233267e+02      -1.872344507835e+00      -1.552020272019e+02      -1.771815443970e+02      -2.238231554521e-04       2.129777063498e-02       2.129902812816e-02      -2.769590982342e-04       2.030309086272e-02       2.127766749853e-02 
       4.598998070098e-03      -1.847994707825e+00      -1.863916357176e+02      -1.864406455068e+02      -1.844064170555e+00      -1.622568757176e+02      -1.860070805001e+02      -2.334537497266e-04       2.236727336666e-02       2.236859743369e-02      -2.320244309332e-04       2.129039215965e-02       2.234563810183e-02 
       4.718620566630e-03      -1.841588933731e+00      -1.954493930359e+02      -1.955022350505e+02      -1.837672518193e+00      -1.694304586370e+02      -1.950357388094e+02      -2.325680998837e-04       2.346137978464e-02       2.346277253444e-02      -2.311439950431e-04       2.229798575148e-02       2.343814060218e-02 
       4.838516929024e-03      -1.835154410174e+00      -2.047089039318e+02      -2.047658175704e+02      -1.831252128919e+00      -1.767191713284e+02      -2.042649022483e+02      -2.315240449508e-04       2.457976745799e-02       2.458123088152e-02      -2.301051509380e-04       2.332540738415e-02       2.455484787842e-02 
       4.958669375886e-03      -1.828728175868e+00      -2.141675956744e+02      -2.142288261824e+02      -1.824840033328e+00      -1.841194504319e+02      -2.136919872323e+02      -2.303981032321e-04       2.572214337527e-02       2.572367933373e-02      -2.289844251495e-04       2.437222027009e-02       2.569546451688e-02 
       5.079061611659e-03      -1.822308894832e+00      -2.238229427170e+02      -2.238887410917e+02      -1.818434887001e+00      -1.916278109789e+02      -2.233144577769e+02      -2.293728525098e-04       2.688822469683e-02       2.688983492376e-02      -2.279643906069e-04       2.543799593554e-02       2.685970522049e-02 
       5.199678684003e-03      -1.815867108033e+00      -2.336724330914e+02      -2.337430568931e+02      -1.812007226743e+00      -1.992408131670e+02      -2.331297926566e+02      -2.285098089465e-04       2.807770679826e-02       2.807939291960e-02      -2.271065513874e-04       2.652228248730e-02       2.804726293014e-02 
       5.320506856316e-03      -1.809387330650e+00      -2.437135858469e+02      -2.437892999187e+02      -1.805541566491e+00      -2.069550696834e+02      -2.431355026078e+02      -2.276823890320e-04       2.929026724829e-02       2.929203081519e-02      -2.262843181209e-04       2.762460832486e-02       2.925781282325e-02 
       5.441533493690e-03      -1.802888437156e+00      -2.539438889253e+02      -2.540249668927e+02      -1.799056779288e+00      -2.147671841830e+02      -2.533290688749e+02      -2.267404548966e-04       3.052558595599e-02       3.052742848661e-02      -2.253475585435e-04       2.874450261289e-02       3.049103243143e-02 
       5.562746960816e-03      -1.796401257823e+00      -2.643608284645e+02      -2.644475544743e+02      -1.792583691164e+00      -2.226737772109e+02      -2.637079726475e+02      -2.256935819745e-04       3.178336764864e-02       3.178529067229e-02      -2.243058562509e-04       2.988151788879e-02       3.174662407527e-02 
       5.684136530494e-03      -1.789933844572e+00      -2.749619231529e+02      -2.750545934898e+02      -1.786130348528e+00      -2.306715140515e+02      -2.742697291968e+02      -2.246889443729e-04       3.306333390593e-02       3.306533900366e-02      -2.233063851828e-04       3.103522214973e-02       3.302430690337e-02 
       5.805692301572e-03      -1.783467048783e+00      -2.857447339658e+02      -2.858436583717e+02      -1.779677599116e+00      -2.387571090297e+02      -2.850118972731e+02      -2.238224768215e-04       3.436519753428e-02       3.436728637073e-02      -2.224450717246e-04       3.220517334135e-02       3.432379131042e-02 
       5.927405125265e-03      -1.776982734993e+00      -2.967068321301e+02      -2.968123348912e+02      -1.773207306658e+00      -2.469272891175e+02      -2.959320468177e+02      -2.230238568045e-04       3.568865046826e-02       3.569082481135e-02      -2.216515868347e-04       3.339090745760e-02       3.564476686079e-02 
       6.049266538922e-03      -1.770487844790e+00      -3.078457824348e+02      -3.079582028580e+02      -1.766726412486e+00      -2.551787714249e+02      -3.070277416791e+02      -2.221524211482e-04       3.703338102336e-02       3.703564274956e-02      -2.207852695424e-04       3.459195595550e-02       3.698691950615e-02 
       6.171268706438e-03      -1.764005737590e+00      -3.191591516183e+02      -3.192788440492e+02      -1.760258274000e+00      -2.635082666213e+02      -3.182965475352e+02      -2.211743482169e-04       3.839909665750e-02       3.840144774289e-02      -2.198123050216e-04       3.580786874131e-02       3.834995429300e-02 
       6.293404364556e-03      -1.757548310545e+00      -3.306445315117e+02      -3.307718650373e+02      -1.753814784903e+00      -2.719124999172e+02      -3.297360547323e+02      -2.201979647308e-04       3.978552420490e-02       3.978796670407e-02      -2.188410221965e-04       3.703821472503e-02       3.973359558361e-02 
