#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:dU_nlde               22:dV_nlde            
       1.830987564500e+03       1.727209347501e-02      -1.733016052170e+00      -8.845629037496e-04       4.080293077351e-02       6.351419360806e-04      -5.872885487788e-05      -6.591771720138e-05      -3.111230505048e+01       3.011176547261e-02       4.044395176413e-01       4.045090966972e-01      -1.594950437021e+00      -5.753140865066e-04      -2.297362874596e-02      -3.284536850032e+01       3.035428675706e-02      -4.413146155633e+00       4.984911756674e-03       6.603718779171e-02      -8.294545981177e-01       7.073707113905e-07 
       1.862832140550e+03       1.780946475760e-02      -1.691898223495e+00      -1.069915914447e-03       1.889508395561e-02       6.424217319006e-04       1.144487295230e-05       7.493028655327e-05      -3.207911285970e+01       3.057254045775e-02       4.042615897483e-01       4.043177635171e-01      -1.573744437586e+00      -4.516739489834e-04      -3.168936503050e-02      -3.381978230193e+01       3.080776968328e-02      -4.582365757893e+00       5.146277050353e-03       6.638170427995e-02      -8.232362655006e-01       7.588907548465e-07 
       1.895232885753e+03       1.836456326989e-02      -1.644481866695e+00      -1.139633702008e-03      -4.760909875119e-03       6.313994863939e-04       4.804425680871e-05       2.394012602003e-04      -3.307784450577e+01       3.104105401280e-02       4.040853385435e-01       4.041285534974e-01      -1.558464243253e+00      -2.854865311775e-04      -3.708161955416e-02      -3.482601987292e+01       3.126919715879e-02      -4.759878333692e+00       5.315739682996e-03       6.649817539101e-02      -8.156662644353e-01       8.149910540630e-07 
       1.928200396111e+03       1.893800858895e-02      -1.595889005503e+00      -1.084548776122e-03      -2.760104369684e-02       6.142085817518e-04       4.443270530471e-05       4.152350824150e-04      -3.410960376609e+01       3.151745239664e-02       4.039102358128e-01       4.039421178865e-01      -1.550817285823e+00      -9.451042864281e-05      -3.848511912097e-02      -3.586518607235e+01       3.173870992448e-02      -4.946210804895e+00       5.494410632610e-03       6.645167899612e-02      -8.075550980258e-01       8.762541674730e-07 
       1.961745637792e+03       1.953044573724e-02      -1.551619706718e+00      -9.093879359742e-04      -4.703535882362e-02       6.052544589254e-04      -1.813753824085e-06       5.892732440438e-04      -3.517553960904e+01       3.200188570380e-02       4.037359664844e-01       4.037590529139e-01      -1.551708428425e+00       9.966490010929e-05      -3.566075234774e-02      -3.693843097139e+01       3.221645268205e-02      -5.141943251420e+00       5.683087567312e-03       6.630545084373e-02      -7.997952834981e-01       9.432254428043e-07 
       1.995880072451e+03       2.014254844035e-02      -1.516918366239e+00      -6.333530319116e-04      -6.075550323980e-02       6.197429744448e-04      -8.836076303695e-05       7.487976143808e-04      -3.627685218408e+01       3.249451040271e-02       4.035624412400e-01       4.035798309408e-01      -1.561057207960e+00       2.739225986601e-04      -2.886304371158e-02      -3.804695586419e+01       3.270257661857e-02      -5.347701756495e+00       5.882257576362e-03       6.611700012611e-02      -7.932602806662e-01       1.016369276978e-06 
       2.030612364694e+03       2.077495992147e-02      -1.496098565374e+00      -2.889584916361e-04      -6.704494912897e-02       6.719548757064e-04      -2.080443287136e-04       8.828944462032e-04      -3.741468640363e+01       3.299544264225e-02       4.033898034997e-01       4.034047638812e-01      -1.577718395050e+00       4.064008640405e-04      -1.885380186412e-02      -3.919190617713e+01       3.319719330885e-02      -5.564129421730e+00       6.092099879892e-03       6.593511938011e-02      -7.886962970005e-01       1.096021918765e-06 
       2.065962652018e+03       2.142855534652e-02      -1.491903035790e+00       8.121397395576e-05      -6.505254525772e-02       7.734804296309e-04      -3.494137585738e-04       9.837512188422e-04      -3.859060419328e+01       3.350496476805e-02       4.032183276967e-01       4.032339009734e-01      -1.599545205287e+00       4.795176049269e-04      -6.844531094922e-03      -4.037484660398e+01       3.370057868448e-02      -5.791968881349e+00       6.312613490847e-03       6.579782295866e-02      -7.866181030479e-01       1.182398448614e-06 
       2.101845831013e+03       2.210225068148e-02      -1.504966198800e+00       4.283164226699e-04      -5.501420937034e-02       9.310390802302e-04      -4.973087603788e-04       1.047395286919e-03      -3.980264245707e+01       3.402184477864e-02       4.030489186188e-01       4.030675638946e-01      -1.623517714589e+00       4.827400205620e-04       5.587373301174e-03      -4.159379659587e+01       3.421151182323e-02      -6.031276202536e+00       6.542921005098e-03       6.573158959312e-02      -7.872249897728e-01       1.275285846231e-06 
       2.138378252544e+03       2.279874166186e-02      -1.533645977966e+00       7.066530715453e-04      -3.823966424371e-02       1.146430209535e-03      -6.356989942716e-04       1.074769781725e-03      -4.105563807599e+01       3.454775516217e-02       4.028815877499e-01       4.029049348343e-01      -1.646302745576e+00       4.148392889195e-04       1.679637116492e-02      -4.285361481910e+01       3.473164246380e-02      -6.283444428055e+00       6.783287697992e-03       6.575068469513e-02      -7.903558445195e-01       1.374853611102e-06 
       2.175557469088e+03       2.351855165365e-02      -1.574058940135e+00       8.770122439574e-04      -1.707004668654e-02       1.414722475653e-03      -7.481515923436e-04       1.070818631991e-03      -4.235051908257e+01       3.508265818912e-02       4.027169216584e-01       4.027456255754e-01      -1.664490024362e+00       2.844358360423e-04       2.518100441314e-02      -4.415522742840e+01       3.526093092534e-02      -6.549112008720e+00       7.033162096415e-03       6.585919797329e-02      -7.955002363176e-01       1.480913578235e-06 
       2.213291657358e+03       2.426044045928e-02      -1.620338509676e+00       9.146251784710e-04       5.322208249789e-03       1.723713207391e-03      -8.201679580033e-04       1.044215261826e-03      -4.368504081395e+01       3.562523390603e-02       4.025558008511e-01       4.025895206150e-01      -1.675168666442e+00       1.103916931277e-04       2.946908636908e-02      -4.549637272166e+01       3.579806761057e-02      -6.828239614967e+00       7.291349928265e-03       6.605148365125e-02      -8.018257245374e-01       1.593025780500e-06 
       2.251165306035e+03       2.501655334101e-02      -1.665203310384e+00       8.167976281633e-04       2.528911280791e-02       2.052560266826e-03      -8.416774583343e-04       1.006301284627e-03      -4.504506169761e+01       3.616951680087e-02       4.024002097252e-01       4.024377250240e-01      -1.676567095932e+00      -7.909136233807e-05       2.902060574087e-02      -4.686283998946e+01       3.633713834516e-02      -7.118167026295e+00       7.554387201568e-03       6.631175349052e-02      -8.082533238409e-01       1.709834018391e-06 
       2.288521305335e+03       2.577360091645e-02      -1.701670927148e+00       6.082557986899e-04       3.960913397896e-02       2.375075734977e-03      -8.105463707569e-04       9.687326365963e-04      -4.640666966559e+01       3.670608530551e-02       4.022526291163e-01       4.022921674801e-01      -1.668783797275e+00      -2.523173569213e-04       2.414045974454e-02      -4.823061718107e+01       3.686879396759e-02      -7.413841533063e+00       7.817046470070e-03       6.661592699433e-02      -8.136992142815e-01       1.829269605954e-06 
       2.325072455085e+03       2.652517053775e-02      -1.725333457693e+00       3.314894456004e-04       4.649299151738e-02       2.669693404417e-03      -7.323041864571e-04       9.400039257051e-04      -4.775832689574e+01       3.723084440082e-02       4.021136136407e-01       4.021532981047e-01      -1.653628023439e+00      -3.846193082692e-04       1.592062732504e-02      -4.958813691912e+01       3.738895257053e-02      -7.712578186953e+00       8.076692738016e-03       6.694104734445e-02      -8.174214257646e-01       1.950516791586e-06 
       2.360678471156e+03       2.726760955960e-02      -1.734562600296e+00       3.407252986789e-05       4.556417395683e-02       2.920547657994e-03      -6.167949243596e-04       9.243859980150e-04      -4.909346283362e+01       3.774181121278e-02       4.019829532682e-01       4.020211272907e-01      -1.633848687341e+00      -4.613409515330e-04       5.834767497023e-03      -5.092882544811e+01       3.789562330475e-02      -8.012641130679e+00       8.331840230520e-03       6.726810682408e-02      -8.190734572163e-01       2.073391290945e-06 
       2.395281506879e+03       2.799887810069e-02      -1.730170635029e+00      -2.406694194931e-04       3.760916565459e-02       3.117815581320e-03      -4.754912684088e-04       9.222161030988e-04      -5.040840954521e+01       3.823818477299e-02       4.018600771631e-01       4.018954939525e-01      -1.612453163710e+00      -4.781406883142e-04      -4.598433655502e-03      -5.224902470195e+01       3.838798772779e-02      -8.312876260347e+00       8.581709679197e-03       6.758300881960e-02      -8.186696076743e-01       2.198085082265e-06 
       2.428876682905e+03       2.871803626054e-02      -1.714736379137e+00      -4.593805952338e-04       2.419861000940e-02       3.257107059935e-03      -3.195083155191e-04       9.308871935927e-04      -5.170147861160e+01       3.871992109455e-02       4.017442610364e-01       4.017761522902e-01      -1.592185967177e+00      -4.393588642698e-04      -1.405763961968e-02      -5.354706313643e+01       3.886598006658e-02      -8.612556784777e+00       8.826001888614e-03       6.787636111059e-02      -8.164959732190e-01       2.324987649471e-06 
       2.461494291260e+03       2.942493001114e-02      -1.691843068050e+00      -6.010317880994e-04       7.295793336563e-03       3.338309150938e-03      -1.583878945891e-04       9.460452078273e-04      -5.297239558724e+01       3.918747712086e-02       4.016347466750e-01       4.016628032500e-01      -1.575207448234e+00      -3.554484419032e-04      -2.155597861501e-02      -5.482268674397e+01       3.933003397738e-02      -8.911287597681e+00       9.064747495109e-03       6.814269420326e-02      -8.130043760735e-01       2.454550020094e-06 
       2.493181940388e+03       3.011984239660e-02      -1.665402902633e+00      -6.567470747597e-04      -1.106980765703e-02       3.364285657586e-03       4.177731823229e-07       9.626774381147e-04      -5.422167234300e+01       3.964155464000e-02       4.015308272407e-01       4.015551276461e-01      -1.562957668084e+00      -2.403014377427e-04      -2.648692447551e-02      -5.607642847531e+01       3.978082866108e-02      -9.208878650943e+00       9.298156643621e-03       6.837947095381e-02      -8.087159140666e-01       2.587165338873e-06 
       2.523994640722e+03       3.080329145263e-02      -1.639138918508e+00      -6.281682114121e-04      -2.904039307737e-02       3.339740255726e-03       1.516050031721e-04       9.759544261772e-04      -5.545024343846e+01       4.008295849790e-02       4.014318825942e-01       4.014527976931e-01      -1.556150614871e+00      -1.089316721695e-04      -2.860932909323e-02      -5.730924319229e+01       4.021914802942e-02      -9.505267919188e+00       9.526529977560e-03       6.858621371177e-02      -8.041455695287e-01       2.723099699494e-06 
       2.553989241583e+03       3.147591023772e-02      -1.616232697193e+00      -5.250983127091e-04      -4.508162843987e-02       3.270315792127e-03       2.918028081188e-04       9.818016718805e-04      -5.665925025753e+01       4.051251733263e-02       4.013373878054e-01       4.013554813691e-01      -1.554852131173e+00       2.432117021957e-05      -2.799563363729e-02      -5.852229115837e+01       4.064580177579e-02      -9.800472460182e+00       9.750205419712e-03       6.876380499549e-02      -7.997497511992e-01       2.862461031157e-06 
       2.583221378204e+03       3.213837571267e-02      -1.599120810628e+00      -3.629402300642e-04      -5.806106847238e-02       3.161937601992e-03       4.192187109298e-04       9.772271882997e-04      -5.784991304488e+01       4.093104028869e-02       4.012469079029e-01       4.012628451977e-01      -1.558603919156e+00       1.470410849477e-04      -2.496176714162e-02      -5.971680983996e+01       4.106158211936e-02      -1.009455719161e+01       9.969527262651e-03       6.891396339084e-02      -7.958946731877e-01       3.005196049629e-06 
       2.611743887583e+03       3.279136730854e-02      -1.589412491533e+00      -1.602571778482e-04      -6.726922350628e-02       3.020375024508e-03       5.332395017584e-04       9.604507738434e-04      -5.902345636251e+01       4.133929472690e-02       4.011600862352e-01       4.011745571820e-01      -1.566565966591e+00       2.494879748043e-04      -1.999180347204e-02      -6.089403934198e+01       4.146724139937e-02      -1.038761478673e+01       1.018482882138e-02       6.903886662749e-02      -7.928418330732e-01       3.151106740607e-06 
       2.639606075101e+03       3.343554348809e-02      -1.587899061685e+00       6.335621143881e-05      -7.239898495752e-02       2.850981804387e-03       6.340459221405e-04       9.308846752786e-04      -6.018106692143e+01       4.173799605357e-02       4.010766307399e-01       4.010902902763e-01      -1.577658457428e+00       3.249343625271e-04      -1.366595985411e-02      -6.205518032406e+01       4.186348172879e-02      -1.067975274821e+01       1.039642340352e-02       6.914089096765e-02      -7.907465012088e-01       3.299879218974e-06 
       2.666853469018e+03       3.407152923639e-02      -1.594627804452e+00       2.890014232477e-04      -7.349725802661e-02       2.658573688601e-03       7.222752163308e-04       8.890114840109e-04      -6.132387107730e+01       4.212780446917e-02       4.009963004518e-01       4.010097261767e-01      -1.590691118652e+00       3.696775395890e-04      -6.597110647219e-03      -6.320137162729e+01       4.225095155131e-02      -1.097108511129e+01       1.060460026401e-02       6.922243771731e-02      -7.896654124444e-01       3.451119198071e-06 
       2.693527852741e+03       3.469991027176e-02      -1.609016857423e+00       4.997760921310e-04      -7.090024234337e-02       2.447404610637e-03       7.987480721883e-04       8.361981930798e-04      -6.245292441662e+01       4.250932563526e-02       4.009188934050e-01       4.009325590612e-01      -1.604473112342e+00       3.828146366768e-04       6.214819281902e-04      -6.433368000700e+01       4.263024612159e-02      -1.126172716693e+01       1.080962348011e-02       6.928582269518e-02      -7.895703949935e-01       3.604389589983e-06 
       2.719667438726e+03       3.532123111062e-02      -1.629992054387e+00       6.816616335748e-04      -6.516137525882e-02       2.221208435811e-03       8.642647952060e-04       7.744777276494e-04      -6.356920827711e+01       4.288311332013e-02       4.008442364344e-01       4.008584989677e-01      -1.617900286614e+00       3.658584887148e-04       7.456239953305e-03      -6.545309679789e+01       4.300190997988e-02      -1.155179226078e+01       1.101173260657e-02       6.933321139459e-02      -7.903652869508e-01       3.759246792012e-06 
       2.745307114755e+03       3.593599547610e-02      -1.656130847214e+00       8.240384822217e-04      -5.697874502319e-02       1.983279307727e-03       9.194681937164e-04       7.063219945316e-04      -6.467363048538e+01       4.324967304206e-02       4.007721769813e-01       4.007872745834e-01      -1.630019189213e+00       3.222601908069e-04       1.346133027156e-02      -6.656053878708e+01       4.336644044264e-02      -1.184138974494e+01       1.121114406449e-02       6.936658397193e-02      -7.919040822383e-01       3.915273250513e-06 
       2.770478718403e+03       3.654466802612e-02      -1.685802218544e+00       9.198822253918e-04      -4.712686701444e-02       1.736569623668e-03       9.647661864474e-04       6.344240867324e-04      -6.576702846861e+01       4.360946608639e-02       4.007025767983e-01       4.007186353189e-01      -1.640068975631e+00       2.568917569574e-04       1.829564402360e-02      -6.765685144881e+01       4.372429148606e-02      -1.213062387522e+01       1.140805303975e-02       6.938772161000e-02      -7.940087777260e-01       4.072104677472e-06 
       2.795211313351e+03       3.714767674216e-02      -1.717294743350e+00       9.656994529685e-04      -3.639612093665e-02       1.483790052017e-03       1.000304776424e-03       5.615018572022e-04      -6.685017355606e+01       4.396291352755e-02       4.006353073192e-01       4.006523526087e-01      -1.647503435888e+00       1.755304733023e-04       2.173006971990e-02      -6.874281335513e+01       4.407587765229e-02      -1.241959323370e+01       1.160263548669e-02       6.939820627589e-02      -7.964858445304e-01       4.229450967268e-06 
       2.819531453124e+03       3.774541557692e-02      -1.748927670491e+00       9.612624914629e-04      -2.554184813578e-02       1.227500630552e-03       1.025981089438e-03       4.901306164936e-04      -6.792377574696e+01       4.431040005530e-02       4.005702464703e-01       4.005882204930e-01      -1.651995989625e+00       8.437585978574e-05       2.364666155397e-02      -6.981914103988e+01       4.442157777601e-02      -1.270839058323e+01       1.179505018225e-02       6.939942946204e-02      -7.991406197825e-01       4.387110423968e-06 
       2.843463426950e+03       3.833824716950e-02      -1.779142109560e+00       9.091991238553e-04      -1.524407442909e-02       9.701858180558e-04       1.041486178593e-03       4.226091265809e-04      -6.898848860065e+01       4.465227753435e-02       4.005072766196e-01       4.005260555090e-01      -1.653430784378e+00      -1.037918564988e-05       2.403137730270e-02      -7.088649397268e+01       4.476173845844e-02      -1.299710275359e+01       1.198544047170e-02       6.939260467869e-02      -8.017892164537e-01       4.544977371545e-06 
       2.867029485557e+03       3.892650551276e-02      -1.806571162010e+00       8.144881821071e-04      -6.078025029718e-03       7.143095075722e-04       1.046367908514e-03       3.608602724132e-04      -7.004491404145e+01       4.498886826952e-02       4.004462834365e-01       4.004656960110e-01      -1.651883069454e+00      -1.029094115751e-04       2.296202366520e-02      -7.194547943715e+01       4.509667725887e-02      -1.328581090230e+01       1.217393608583e-02       6.937878379276e-02      -8.042677852259e-01       4.703043563597e-06 
       2.887002713783e+03       3.942856842391e-02      -1.827051308736e+00       7.041589875543e-04       5.470104685395e-04       4.974732020344e-04       1.041679999445e-03       3.135524737889e-04      -7.094648711666e+01       4.527409796225e-02       4.003953670143e-01       4.004151644609e-01      -1.648348895353e+00      -1.766824175878e-04       2.099740302236e-02      -7.284919207094e+01       4.538053600580e-02      -1.353394784373e+01       1.233448375588e-02       6.936201308601e-02      -8.061565023966e-01       4.839088930815e-06 
       2.887002713783e+03       3.942856842391e-02      -1.827051308736e+00       7.041589875543e-04       5.470104685395e-04       4.974732020344e-04       1.041679999445e-03       3.135524737889e-04      -7.094648711666e+01       4.527409796225e-02       4.003953670143e-01       4.004151644609e-01      -1.648348895353e+00      -1.766824175878e-04       2.099740302236e-02      -7.284919207094e+01       4.538053600580e-02      -1.353394784373e+01       1.233448375588e-02       6.936201308601e-02      -8.061565023966e-01       4.839088930815e-06 
       2.890250052229e+03       3.951049865009e-02      -1.830089190928e+00       6.839054535614e-04       1.505000662605e-03       4.623484225657e-04       1.040105224786e-03       3.063656662228e-04      -7.109360721597e+01       4.532046805487e-02       4.003871554170e-01       4.004070010034e-01      -1.647591890163e+00      -1.880384617215e-04       2.056513499093e-02      -7.299665745253e+01       4.542668568018e-02      -1.357459084199e+01       1.236065473963e-02       6.935887364678e-02      -8.064391428137e-01       4.861394103123e-06 
       2.913143876396e+03       4.009051026930e-02      -1.848841392972e+00       5.254577490921e-04       7.187245911694e-03       2.168047534425e-04       1.022186343763e-03       2.601319824694e-04      -7.213507937018e+01       4.564734839883e-02       4.003297839865e-01       4.003498486995e-01      -1.640931600216e+00      -2.611481009875e-04       1.690377131503e-02      -7.404054370301e+01       4.575203134155e-02      -1.386351295085e+01       1.254570326159e-02       6.933365257567e-02      -8.081969104537e-01       5.020198426411e-06 
       2.935728272773e+03       4.066680376122e-02      -1.862255687127e+00       3.478346246804e-04       1.078578276457e-02      -1.980175831624e-05       9.921846041641e-04       2.226853951355e-04      -7.316980515143e+01       4.596975996834e-02       4.002740635888e-01       4.002941345720e-01      -1.632383234004e+00      -3.187358693461e-04       1.240001943174e-02      -7.507761689579e+01       4.607296137087e-02      -1.415264344102e+01       1.272917942513e-02       6.930378614109e-02      -8.094674109850e-01       5.179698276881e-06 
       2.958019187129e+03       4.123962215549e-02      -1.870039086569e+00       1.599032863708e-04       1.224672882897e-02      -2.449567212983e-04       9.498272484581e-04       1.940905863015e-04      -7.419822250685e+01       4.628793355594e-02       4.002198924774e-01       4.002397696366e-01      -1.622491000027e+00      -3.585616058223e-04       7.337702819081e-03      -7.610831869296e+01       4.638970333674e-02      -1.444204368401e+01       1.291117238163e-02       6.926984191390e-02      -8.102096045718e-01       5.340191891414e-06 
       2.980031129037e+03       4.180918474829e-02      -1.872161430789e+00      -2.973586670452e-05       1.163388039915e-02      -4.561864765211e-04       8.950540418472e-04       1.739895221859e-04      -7.522072664366e+01       4.660207914853e-02       4.001671737567e-01       4.001866789404e-01      -1.611826772993e+00      -3.794721431583e-04       2.007419605628e-03      -7.713304768877e+01       4.670246429441e-02      -1.473176789220e+01       1.309176197816e-02       6.923230323714e-02      -8.104134165480e-01       5.502015530774e-06 
       2.983236137575e+03       4.189243917358e-02      -1.872006374734e+00      -5.719702179030e-05       1.137849563753e-02      -4.858438008709e-04       8.859870877135e-04       1.717166024385e-04      -7.537018304373e+01       4.664781598611e-02       4.001595600352e-01       4.001789973521e-01      -1.610232627101e+00      -3.809285210553e-04       1.220504816514e-03      -7.728282550464e+01       4.674800188665e-02      -1.477428084974e+01       1.311812858520e-02       6.922652230408e-02      -8.103987922663e-01       5.525877160485e-06 
       2.983236137575e+03       4.189243917358e-02      -1.872006374734e+00      -5.719702179030e-05       1.137849563753e-02      -4.858438008709e-04       8.859870877135e-04       1.717166024385e-04      -7.537018304373e+01       4.664781598611e-02       4.001595600352e-01       4.001789973521e-01      -1.610232627101e+00      -3.809285210553e-04       1.220504816514e-03      -7.728282550464e+01       4.674800188665e-02      -1.477428084974e+01       1.311812858520e-02       6.922652230408e-02      -8.103987922663e-01       5.525877160485e-06 
       3.001778285265e+03       4.237571458614e-02      -1.868829764687e+00      -2.131328507476e-04       9.113024072338e-03      -6.511144146203e-04       8.280593391458e-04       1.616546948803e-04      -7.623771991302e+01       4.691240232127e-02       4.001162284686e-01       4.001346209686e-01      -1.600959184121e+00      -3.813510256161e-04      -3.307983857104e-03      -7.815220942581e+01       4.701144708686e-02      -1.501619771590e+01       1.306162642784e-02       6.696432062279e-02      -8.100957344298e-01       5.665533515682e-06 
       3.023273232696e+03       4.293940400788e-02      -1.860454126411e+00      -3.832752187894e-04       4.933435018483e-03      -8.275003135222e-04       7.493254701224e-04       1.560554208834e-04      -7.724954972238e+01       4.721908504556e-02       4.000661574077e-01       4.000832713567e-01      -1.590426733975e+00      -3.650266436261e-04      -8.346232955034e-03      -7.916615419447e+01       4.731683121468e-02      -1.529538836321e+01       1.300646345575e-02       6.444371488787e-02      -8.092969700441e-01       5.831103480515e-06 
       3.044525106874e+03       4.350036447980e-02      -1.847609486803e+00      -5.342957112384e-04      -5.914934230299e-04      -9.832850086460e-04       6.596481902001e-04       1.559283614629e-04      -7.825641725778e+01       4.752225876398e-02       4.000168313690e-01       4.000326366758e-01      -1.580714262146e+00      -3.321498496536e-04      -1.287727490511e-02      -8.017508559837e+01       4.761874599637e-02      -1.557032834985e+01       1.296264303928e-02       6.205488933192e-02      -8.080792673517e-01       5.999045549590e-06 
       3.065549325997e+03       4.405888258729e-02      -1.830989844799e+00      -6.616793497243e-04      -7.107596986472e-03      -1.116714626981e-03       5.600951177206e-04       1.598526650582e-04      -7.925883791386e+01       4.782214448923e-02       3.999682160665e-01       3.999827125153e-01      -1.572232194835e+00      -2.850252569911e-04      -1.671179571302e-02      -8.117952194015e+01       4.791741007678e-02      -1.584147982147e+01       1.292957392798e-02       5.978852811829e-02      -8.065191984257e-01       6.169710138492e-06 
       3.086361515377e+03       4.461526217887e-02      -1.811367457616e+00      -7.622637163089e-04      -1.423933968357e-02      -1.226325415445e-03       4.520084514760e-04       1.663270228512e-04      -8.025735792533e+01       4.811896610875e-02       3.999202760967e-01       3.999334921342e-01      -1.565308201333e+00      -2.264460694288e-04      -1.970431947703e-02      -8.218001225054e+01       4.821304510319e-02      -1.610928541858e+01       1.290670448914e-02       5.763602135008e-02      -8.047028674323e-01       6.343421204286e-06 
       3.106945581868e+03       4.516896284344e-02      -1.789589399531e+00      -8.341393550975e-04      -2.159659422312e-02      -1.310867506333e-03       3.371640620496e-04       1.738257422287e-04      -8.125100835406e+01       4.841249514792e-02       3.998730489257e-01       3.998850410252e-01      -1.560187156842e+00      -1.596405002829e-04      -2.175301166934e-02      -8.317558731570e+01       4.850542225101e-02      -1.637376068382e+01       1.289353579029e-02       5.559251586066e-02      -8.027244442208e-01       6.520188870854e-06 
       3.127281043253e+03       4.571931558468e-02      -1.766519835136e+00      -8.768491813461e-04      -2.880215210654e-02      -1.369594237015e-03       2.176154407189e-04       1.808768981459e-04      -8.223858976371e+01       4.870244071012e-02       3.998265817236e-01       3.998374307198e-01      -1.557010738489e+00      -8.804814388518e-05      -2.280833370361e-02      -8.416504704597e+01       4.879425050420e-02      -1.663484794938e+01       1.288955196586e-02       5.365369865837e-02      -8.006795241583e-01       6.699907144513e-06 
       3.147380497245e+03       4.626654273725e-02      -1.742953367150e+00      -8.913059999952e-04      -3.552325973852e-02      -1.402359520943e-03       9.539534780086e-05       1.861465591538e-04      -8.322050231031e+01       4.898898364552e-02       3.997808464264e-01       3.997906509630e-01      -1.555815677100e+00      -1.498797026753e-05      -2.287176188786e-02      -8.514879398657e+01       4.907970880130e-02      -1.689289670731e+01       1.289423103515e-02       5.181236365571e-02      -7.986562679136e-01       6.882687766604e-06 
       3.167256589235e+03       4.681087746138e-02      -1.719617866547e+00      -8.794410334272e-04      -4.147139027878e-02      -1.409427009383e-03      -2.737222984559e-05       1.884730584679e-04      -8.419716547025e+01       4.927230541359e-02       3.997358162014e-01       3.997446879748e-01      -1.556553439219e+00       5.639090016201e-05      -2.198590261717e-02      -8.612724990497e+01       4.936197679344e-02      -1.714824016666e+01       1.290708790795e-02       5.006185126919e-02      -7.967349447986e-01       7.068588190667e-06 
       3.186914861376e+03       4.735236601193e-02      -1.697162710246e+00      -8.440322643768e-04      -4.640814392304e-02      -1.391472993362e-03      -1.484815577189e-04       1.869001482171e-04      -8.516866329402e+01       4.955248617114e-02       3.996914816200e-01       3.996995408987e-01      -1.559098912582e+00       1.231959197455e-04      -2.022973966344e-02      -8.710050041663e+01       4.964113329446e-02      -1.740110509113e+01       1.292766431610e-02       4.839659865888e-02      -7.949861298418e-01       7.257544235328e-06 
       3.206362346252e+03       4.789110070504e-02      -1.676133438647e+00      -7.885146659474e-04      -5.015342429683e-02      -1.349589530575e-03      -2.657549203935e-04       1.807034550610e-04      -8.613516244246e+01       4.982962729582e-02       3.996478310021e-01       3.996552018582e-01      -1.563261354816e+00       1.829155202860e-04      -1.771246765662e-02      -8.806871381556e+01       4.991727833019e-02      -1.765172344855e+01       1.295552789742e-02       4.681130087478e-02      -7.934679597361e-01       7.449451337657e-06 
       3.225606255211e+03       4.842718433310e-02      -1.656963947365e+00      -7.167719199968e-04      -5.258715229761e-02      -1.285252647460e-03      -3.770906524262e-04       1.694025495928e-04      -8.709684832841e+01       5.010383268372e-02       3.996048532648e-01       3.996116592431e-01      -1.568797938089e+00       2.334821745686e-04      -1.456645236385e-02      -8.903207709836e+01       5.019051450390e-02      -1.790031683432e+01       1.299027182014e-02       4.530100711203e-02      -7.922251252266e-01       7.644159567041e-06 
       3.244653046860e+03       4.896070402091e-02      -1.639973577917e+00      -6.329415225342e-04      -5.364874585087e-02      -1.200289699789e-03      -4.805095695447e-04       1.527641806251e-04      -8.805387821653e+01       5.037519547689e-02       3.995625397987e-01       3.995689001015e-01      -1.575427389395e+00       2.733132487375e-04      -1.094027386838e-02      -8.999074898682e+01       5.046093376599e-02      -1.814708558656e+01       1.303151213219e-02       4.386116523652e-02      -7.912884454662e-01       7.841472219752e-06 
       3.263508983651e+03       4.949174625785e-02      -1.625367427338e+00      -5.412287315503e-04      -5.333464680149e-02      -1.096836539074e-03      -5.742053028775e-04       1.307962069192e-04      -8.900640819428e+01       5.064380599774e-02       3.995208829574e-01       3.995269091794e-01      -1.582843970180e+00       3.013336097430e-04      -6.991698682506e-03      -9.094488695293e+01       5.072862531458e-02      -1.839221696035e+01       1.307888710869e-02       4.248754654116e-02      -7.906749080411e-01       8.041160188119e-06 
       3.282180208295e+03       5.002039881988e-02      -1.613241479404e+00      -4.457392165646e-04      -5.169378526383e-02      -9.772884497702e-04      -6.565850372529e-04       1.037335944762e-04      -8.995459661974e+01       5.090975283825e-02       3.994798756140e-01       3.994856691012e-01      -1.590730946721e+00       3.169751626484e-04      -2.881037423869e-03      -9.189465067688e+01       5.099367667682e-02      -1.863588706178e+01       1.313205635550e-02       4.117621547447e-02      -7.903882713595e-01       8.242972624338e-06 
       3.300672705217e+03       5.054674948656e-02      -1.603591310152e+00      -3.503346322979e-04      -4.882153968582e-02      -8.442473433657e-04      -7.263023203049e-04       7.201803022140e-05      -9.089860182017e+01       5.117312231061e-02       3.994395109897e-01       3.994451608431e-01      -1.598773080641e+00       3.201575432534e-04       1.234907085586e-03      -9.284019974562e+01       5.125617315775e-02      -1.887826121892e+01       1.319069967322e-02       3.992351015463e-02      -7.904200952205e-01       8.446646732125e-06 
