# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  132       4.964210557937e-10       1.462879690069e-13      -5.502633144744e-12       7.949469001084e-16       5.078965831663e-12       8.815759358730e-13      -5.218956616057e-15 
  133       5.009499056763e-10       1.467632059491e-13      -5.555114157442e-12       8.076772287698e-16       4.972963325142e-12       8.657948872643e-13      -5.144148296889e-15 
  134       5.054759678868e-10       1.471742663062e-13      -5.605354046498e-12       8.205334860962e-16       4.869839704887e-12       8.503093598101e-13      -5.070977559961e-15 
  135       5.099981904951e-10       1.475208458608e-13      -5.653290374517e-12       8.335166718925e-16       4.769552360091e-12       8.351315750653e-13      -4.999355154895e-15 
  136       5.145154579148e-10       1.478027137696e-13      -5.698861478928e-12       8.466278021875e-16       4.672044277082e-12       8.202729279460e-13      -4.929178326652e-15 
  137       5.190265893593e-10       1.480197142603e-13      -5.742006509873e-12       8.598679093521e-16       4.577243679414e-12       8.057439584686e-13      -4.860330498134e-15 
  138       5.235303372976e-10       1.481717683269e-13      -5.782665468093e-12       8.732380422183e-16       4.485063667964e-12       7.915543234903e-13      -4.792680952778e-15 
  139       5.280253859102e-10       1.482588754262e-13      -5.820779242813e-12       8.867392661972e-16       4.395401861027e-12       7.777127684474e-13      -4.726084517157e-15 
  140       5.325103495453e-10       1.482811151735e-13      -5.856289649629e-12       9.003726633975e-16       4.308140034413e-12       7.642270990956e-13      -4.660381243585e-15 
  141       5.369837711743e-10       1.482386490386e-13      -5.889139468391e-12       9.141393327439e-16       4.223143761539e-12       7.511041532492e-13      -4.595396092707e-15 
  142       5.414441208480e-10       1.481317220420e-13      -5.919272481093e-12       9.280403900959e-16       4.140262053528e-12       7.383497725206e-13      -4.530938616106e-15 
  143       5.458897941527e-10       1.479606644508e-13      -5.946633509758e-12       9.420769683655e-16       4.059326999302e-12       7.259687740599e-13      -4.466802638900e-15 
